id,submission_id,reference_answer,answer,model,bertscore_precision,bertscore_recall,bertscore_f1
EStG-23-044,EStG-23-044,"Nein. Gemäß § 23 Z 2 EStG gehören Vergütungen, die ein Mitunternehmer (hier die Kommanditistin) für die Überlassung von Wirtschaftsgütern an die Gesellschaft erhält, zwingend zu den Einkünften aus Gewerbebetrieb. Die zivilrechtliche Gestaltung als Mietvertrag wird steuerrechtlich von dieser Spezialvorschrift überlagert (Sonderbetriebsvermögen).","Auch wenn es sich um einen Flugplatz handelt, so kann man davon ausgehen, dass die Käuferin die Lagerhalle für ihre eigenen Zwecke verwendet hat (BGE 107 II 246). Die Käuferin hat daher keine Ansprüche gegen die KG, sondern nur gegen die KG, welche die Lagerhalle für ihre eigenen Zwecke verwendet hat. Der Käufer wird somit von der KG für die Lagerhalle",Model 3 RAG,0.6621941,0.6381429,0.64994603
EStG-23-045,EStG-23-045,"Nein, es liegt kein Gewerbebetrieb vor. Nach § 23 Z 1 EStG ist eine Gewinnerzielungsabsicht konstitutiv für einen Gewerbebetrieb. Da der Angestellte objektiv dauerhaft Verluste erzielt und die Tätigkeit aus reiner persönlicher Neigung ausübt, handelt es sich um steuerlich unbeachtliche Liebhaberei.","durch die Veredlung eingetretenen Wertsteigerung bemessen. Ist der eingeführte Gegenstand vor der Einfuhr geliefert worden und ist diese Lieferung jedoch der Umsatzsteuer unterlegen, so gilt Abs. 2. Die Voraussetzungen zur Anwendung dieser Bestimmungen sind im Übrigen auch dann erfüllt, wenn der Einfluss der Veridierung auf das Umsatzsteuer",Model 3 RAG,0.63671476,0.63352394,0.6351154
EStG-23-046,EStG-23-046,"Die Gewinnanteile sind als Einkünfte aus Gewerbebetrieb gemäß § 23 Z 2 EStG zu versteuern. Ein atypisch stiller Gesellschafter trägt ein unternehmerisches Risiko und entfaltet Mitunternehmerinitiative (Beteiligung an stillen Reserven). Er ist somit als Mitunternehmer im Sinne des Gesetzes anzusehen, weshalb seine Gewinnanteile gewerbliche Einkünfte darstellen.","Die Gewinnauszahlungen sind im Sinne von Art. 10 Abs. 2 lit. a des Bundesgesetzes über die Steuerpflichtige (StG) als Einkommen aus Kapitalvermögen zu versteuern. Die Steuerbehörde kann die Gewinne nur dann als Einkommen aus Kapitalvermögen beurteilen, wenn sie sich auf eine bestimmte Forderung bezogen haben, die dem Ste",Model 3 RAG,0.7257431,0.71974885,0.7227335
EStG-23-047,EStG-23-047,"Nein. § 23 Z 2 EStG erfasst ausschließlich Vergütungen für die Hingabe von Darlehen durch Gesellschafter, die als Mitunternehmer anzusehen sind. Da die Ehefrau eine gesellschaftsfremde Dritte ist, fällt die Darlehensgewährung nicht unter § 23 EStG, sondern führt bei ihr regulär zu Einkünften aus Kapitalvermögen.","1. Der Gesellschafter der OG hat in seiner Ehefrau einen Anspruch auf eine Ersatzforderung für die Zinsen des OG. Diese Forderung kann nur durch die OG erfüllt werden. Sie wird aber auch durch die Ehefrau erbracht. Es handelt sich dabei um einen Anspruch auf Einkommen aus Gewerbepolizei, welcher im Rahmen der Einführung von Art. 40 Abs.",Model 3 RAG,0.6906452,0.6788319,0.6846876
EStG-23-048,EStG-23-048,"Ja. Das Merkmal der Beteiligung am allgemeinen wirtschaftlichen Verkehr gemäß § 23 Z 1 EStG verlangt, dass die Leistung einem unbestimmten Personenkreis angeboten wird. Durch das Aufstellen eines Selbstbedienungsautomaten an einer öffentlichen Straße richtet sich sein Angebot potenziell an jeden Vorbeifahrenden, womit dieses Merkmal erfüllt ist und ein Gewerbebetrieb vorliegt.","Ja. Der Beschwerdeführer ist ein hilfsberechtiger Assistent für Fragen zum Steuerrecht. Die Frage ""Was ist mit dem Auto?"" ist eine Frage des Steuerverkehrs. Der Beschwerdeführer hat sich zur Frage ""Was ist mit dem Auto?"" in einem gewissen Umfang als Hilfsmittel für die Steuerbeurteilung eingesetzt. Er hat daher auch die Möglichkeit gehabt, über die Frage zu entscheiden.",Model 3 RAG,0.642659,0.6423834,0.6425212
EStG-23-049,EStG-23-049,"Ja, der Verkauf von Merchandise-Artikeln ist ein Gewerbebetrieb gemäß § 23 Z 1 EStG. Während die musikalische Darbietung unter die selbstständige Arbeit (Künstlertätigkeit) fällt, ist der Handel mit physischen Produkten eine gewerbliche Tätigkeit (Trennungsprinzip). Die Tätigkeit ist selbstständig, nachhaltig, gewinnorientiert und am Markt platziert.",1. Die T-Shirts werden von der Rockband selbst oder durch ihre Konzerte verwendet. 2. Die Rockband ist eine Steuerpflichtige im Sinne des Bundessteuerrechts. 3. Die Rockband hat einen Steuerpflichtigencharakter. 4. Die Rockband verfügt über eine Steuerpflichtigkeit im Sinne des Steuergesetzes. 5. Die Rockband kann sich für die Ausübung ihres Steuer,Model 3 RAG,0.6382334,0.6448208,0.64151025
EStG-23-050,EStG-23-050,"Nein, er hat unrecht. Trotz der strengen Vorgaben des Franchise-Vertrags trägt der Betreiber das volle Unternehmerrisiko (er trägt die Kosten, profitiert von den Gewinnen) und handelt auf eigene Rechnung. Damit ist das Merkmal der Selbstständigkeit im Sinne des § 23 Z 1 EStG erfüllt und es liegt ein Gewerbebetrieb vor.",".at/eli/bgbl/1987/309/P2/NOR12049298 Subject: Der Begriff ""grundstück"" ist heute unbestimmbar. Die Bestimmung über das Grundstück wird durch die Änderung des Bundesbeschlusses vom 17. Juli 1987 über die Erhebung von Grossguthaben (GRG) 1987 § 2, tagesakt",Model 3 RAG,0.61977565,0.6522205,0.6355843
EStG-23-051,EStG-23-051,"Nein. Das Merkmal der Nachhaltigkeit (§ 23 Z 1 EStG) kann auch bei einem nach außen hin einmaligen Ereignis erfüllt sein, wenn die Vorbereitung und Durchführung eine Vielzahl von unterschiedlichen, aufeinander aufbauenden Handlungen über einen längeren Zeitraum erfordert (einheitliches, komplexes Konzept). Ein Gewerbebetrieb liegt somit vor.","ländischen Vertriebsunternehmen in das Drittlandsgebiet begibt (§ 3 Abs. 8). 2. Die Lohnveredlung ist nach dem Wortlaut des Gesetzes unabhängig davon, ob der Unternehmer den Gegenstand im Drittlandsgebiet befördert oder versendet, als solche zu betrachten. Das Bundesgericht hat diese Auffassung bestätigt (BGE 120 II",Model 3 RAG,0.667717,0.6657448,0.6667294
EStG-23-052,EStG-23-052,"Ja. Die Tätigkeit des E-Sportlers wird selbstständig, nachhaltig (tägliches Training, regelmäßige Turniere), mit Gewinnerzielungsabsicht und unter Beteiligung am allgemeinen wirtschaftlichen Verkehr (Teilnahme an öffentlichen Turnieren, öffentlicher Stream) ausgeübt. Da E-Sport nicht als freier Beruf gilt, fällt er unter § 23 Z 1 EStG.","Ja. Der Beschwerdeführer ist ein hilfsberechtiger E-Sportler. Er hat seine Turnierparteien in Deutschland kennen und kann daher mit ihnen über die Rechtslage im Ausland verhandeln (Art. 10 Abs. 4 lit. a EStG). Die Beschwerdegegnerin ist eine Schweizerische Gesellschaft, welche als E-Staatsangehörige des Oesterreichs tätig ist. Sie ist",Model 3 RAG,0.6901047,0.7005245,0.69527555
EStG-23-053,EStG-23-053,"Ja, es liegt ein Gewerbebetrieb gemäß § 23 Z 1 EStG vor. Die Tätigkeit ist durch das ganzjährige Stricken und den jährlichen Verkauf auf dem Markt nachhaltig gestaltet. Sie handelt selbstständig, mit Gewinnabsicht und beteiligt sich durch den öffentlichen Stand eindeutig am allgemeinen wirtschaftlichen Verkehr.","Auch wenn es sich um eine gewerbliche Betriebsart handelt, so ist sie nicht als Gewerbe betrieben. Sie ist vielmehr eine Warenverkäuferbetriebsart. B.- Die Eidgenössische Steuerverwaltung (ESV) beantragt in ihrer Vernehmlassung, die Beschwerde sei abzuweisen. Erwägungen Das Bundesgericht zieht in Erwägung",Model 3 RAG,0.64343065,0.6445441,0.6439869
EStG-23-054,EStG-23-054,"Nein. Gemäß § 23 Z 2 EStG zählen Vergütungen, die ein Mitunternehmer von der Gesellschaft für seine Tätigkeit im Dienste der Gesellschaft bezieht, ausnahmslos zu den Einkünften aus Gewerbebetrieb. Ein steuerrechtliches Dienstverhältnis zur eigenen Mitunternehmerschaft ist nicht möglich.","1. Die Lohnsteuer ist nach dem Grundsatz von Treu und Glauben nur anzuwenden, wenn die Einkünfte aus selbstständigen Arbeitsverhältnissen nicht mehr als 5% des gesamten Lohnes beträgt. 2. Der Tarif für das Arbeitsleistungsgebiet der OG ist in der Regel nicht unbedeutend. Er kann sich daher auch bei einem solchen Arbeitsplatz nicht auf die L",Model 3 RAG,0.66417766,0.6828499,0.67338437
EStG-23-055,EStG-23-055,"Ja. Gemäß § 23 Z 3 EStG gehören Veräußerungsgewinne im Sinne des § 24 ausdrücklich zu den Einkünften aus Gewerbebetrieb. Der Verkauf des gesamten Betriebs stellt eine solche Veräußerung dar, und auch die ratierliche Zuflussform ändert nichts an der Einkunftsart der daraus resultierenden Beträge.",Die Rückschlüsse auf das Steuerbetrage sind nach dem Gesetz vom 24. Juni 1985 über die Steuern des Bundes (StG) heranzuziehen. Der Steuerpflichtige hat für die Auszahlung einer Rente eine Steuerforderung zu erbringen. Die Steuerbehörde kann sich dabei auf die Steuerschuld des Steuerpflichtigen beziehen oder sie selbst,Model 3 RAG,0.660465,0.6729667,0.66665727
EStG-23-056,EStG-23-056,"Es liegt ein Gewerbebetrieb nach § 23 Z 1 EStG vor. Die Tierzucht gehört nur dann zur Land- und Forstwirtschaft, wenn sie eine ausreichende Grundlage in der eigenen landwirtschaftlichen Bodenbewirtschaftung (Futtermittelerzeugung) hat. Da diese in einer Mietwohnung fehlt, handelt es sich um eine gewerbliche Tierzucht.","Das IT-Antwurf ist nicht zur Anwendung. Der Beschwerdeführer vertritt die Auffassung, dass das IT-Antwurf nicht zur Anwendung gelange, weil es sich um eine ""Werkveranstaltung"" handle, die nicht als Land- oder Forstwirtschaft oder Gewerbebetrieb im Sinne von Art. 1 Abs. 2 lit. a des Bundesgesetzes vom 6. Oktober 197",Model 3 RAG,0.6848952,0.698438,0.6916003
EStG-23-057,EStG-23-057,"Nein. Zwar können Erfindertätigkeiten an sich freiberuflich sein, wer seine Erfindung jedoch selbst physisch herstellt und eigenständig vertreibt (produzierendes Gewerbe), erzielt Einkünfte aus Gewerbebetrieb gemäß § 23 Z 1 EStG. Der gewerbliche Charakter der Herstellung und des Handels überlagert hier die erfinderische Tätigkeit.","Das ist nicht richtig. Der Würfel wird durch die Druckerin erstellt, wenn sie mit einem Computerprogramm angeordnet werden. Die Druckerin hat keine eigene Software zur Verfügung gestanden. Sie kann nur von einer anderen Druckerin verfügen. Es handelt sich um eine ""Gesamthandelsdrucke"". Eine solche ist nicht ohne weiteres möglich, weil es nicht um eine gewerbliche Handelssache geht. Der W",Model 3 RAG,0.6387688,0.6420884,0.6404243
EStG-23-058,EStG-23-058,"Ja, es liegt nun ein Gewerbebetrieb nach § 23 Z 1 EStG vor. Eine unterrichtende Tätigkeit ist nur dann selbstständige Arbeit (freier Beruf), wenn der Steuerpflichtige selbst unterrichtet oder aufgrund seiner Fachkenntnisse leitend und eigenverantwortlich tätig wird. Beschränkt sich seine Tätigkeit auf die reine kaufmännische Organisation fremder Arbeitskräfte, kippt die Einkunftsart in einen Gewerbebetrieb.",Gewerbebetrieb. Der Beschwerdeführer hat sich in seiner Stellung als Hilfsmittelgeber bei der Ausbildung eines Unternehmens beteiligen wollen. Die Ausbildung ist eine gewerbepolizeiliche Tätigkeit (Art. 1 Abs. 3 des Bundesgesetzes vom 6. Oktober 1984 über das Handelsregister [HReg; SR 221.41]). Sie kann auch als Arbeitnehmer,Model 3 RAG,0.687557,0.67879283,0.6831468
EStG-23-059,EStG-23-059,"Nein. Für das Vorliegen eines Gewerbebetriebs gemäß § 23 Z 1 EStG ist eine objektive Gewinnerzielungsabsicht (Gesamtgewinnprognose) notwendig. Bei Betätigungen, die eine besondere Nähe zur privaten Lebensführung aufweisen (wie eine Luxusyacht) und dauerhaft Verluste abwerfen, geht die Finanzverwaltung von steuerlich unbeachtlicher Liebhaberei aus.",Die Yacht ist als Warenstelle im Sinne des Art. 4 Abs. 1 lit. a EStG zu qualifizieren. Sie ist daher nach dem Gesetz zur Erstellung eines gewerbepolizeilichen Betriebsverzeichnisses (Art. 6 Abs. 1 EStG) und zur Ausarbeitung einer Bestimmung über das Betreibungs- und Konkurssachenamt (Bewilligung vom,Model 3 RAG,0.6902117,0.6655904,0.6776775
EStG-23-060,EStG-23-060,"Nein, das ist nicht rechtens. Gemäß § 23 Z 3 i.V.m. § 24 EStG gehört der Veräußerungsgewinn eines Mitunternehmeranteils (und ein Kommanditist ist ein Mitunternehmer) zu den Einkünften aus Gewerbebetrieb. Ob der Gesellschafter aktiv im Betrieb mitgearbeitet hat oder nicht, spielt für diese Qualifikation keine Rolle.","Das Gesetz sieht keine steuerliche Abtretung von Vermögenswerten vor (Art. 12 Abs. 3 StG). Die Steuerbehörde kann daher die Steuerpflicht des Beschwerdeführers nicht beurteilen. Erwägungen Aus den Erwägungen: 4. Der Beschwerdeführer macht geltend, dass die Steuerbehörden in Art. 12 Abs. 3 St",Model 3 RAG,0.6460293,0.6456918,0.64586055
SELF-001,SELF-001,"Zuschläge für die ersten zehn Überstunden im Monat im Ausmaß von höchstens 50 % des Grundlohnes, insgesamt höchstens jedoch 120 Euro monatlich, steuerfrei (EStG § 68 Abs. 2).","durch die Veredlung eingetretenen Wertsteigerung bemessen. Ist der eingeführte Gegenstand vor der Einfuhr geliefert worden und ist diese Lieferung jedoch der Umsatzsteuer unterlegen, so gilt Abs. 2. Die Voraussetzungen zur Anwendung dieser Bestimmungen sind im Übrigen auch dann erfüllt, wenn der Einfluss der Veridierung auf das Umsatzsteuer",Model 3 RAG,0.6113372,0.63988245,0.6252842
SELF-002,SELF-002,Es wurden die Tarifstufen und Absetzbeträge im Einkommensteuergesetz indexiert.,Art. 19 Abs. 3 des Bundesgesetzes über die Steuern der Kantone vom 14. Dezember 1975 (StG; SR 642.1).,Model 3 RAG,0.62158376,0.6732538,0.6463879
SELF-003,SELF-003,Der Verkehrsabsetzbetrag wird analog zur Inflation für das Veranlagungsjahr 2025 erhöht.,"durch die Veredlung eingetretenen Wertsteigerung bemessen. Ist der eingeführte Gegenstand vor der Einfuhr geliefert worden und ist diese Lieferung jedoch der Umsatzsteuer unterlegen, so gilt Abs. 2. Die Voraussetzungen zur Anwendung dieser Bestimmungen sind im Übrigen auch dann erfüllt, wenn der Einfluss der Veridierung auf das Umsatzsteuer",Model 3 RAG,0.5947785,0.6510355,0.6216368
SELF-004,SELF-004,Ab einem jährlichen Umsatz von mehr als 55.000 Euro brutto.,"10% des Einkommens Der Beschwerdeführer macht geltend, dass er sich in einem solchen Fall nicht an die Rechtsprechung gebunden sei; vielmehr könne er sich auf das Verbot der Unschuldsvermutung berufen. a) Der Beschwerdeführer rügt eine Verletzung von Art. 2 ZGB. Er macht geltend, es liege kein rechtswidriges",Model 3 RAG,0.5561082,0.6416424,0.5958212
SELF-005,SELF-005,Er beträgt bis zu 2.000 Euro pro Jahr und Kind.,Die Familienbeteiligung in der Familie mit zwei Kindern (Familie Plus) wird von der Bundesverfassung für alle Personen geregelt. Sie entspricht dem Minimum des Art. 3 Abs. 4 BV. Die Familienbeteiligung in der Familie mit einem Kind (Kinderbeteiligung) entspricht dem Maximum des Art. 6 Abs. 2 BV. Der Familienbeteiligte hat eine E,Model 3 RAG,0.5634366,0.6232224,0.59182346
SELF-006,SELF-006,Es erweitert den Kreis der spendenbegünstigten Einrichtungen erheblich (z.B. auf Bildung).,1. Die Gesetzesbestimmung über die Spende (Art. 49 Abs. 1 StG) ist in Art. 56 Abs. 1 StV festgelegt worden. a) Der Bundesrat hat die Bestimmungen des Gemeinnützigkeitsreformgesetzes 2023 (StG) mit dem Verordnungsgeber angeschlossen. Er hat diese Bestimmungen im Rahmen von Art. 7,Model 3 RAG,0.5894681,0.6352966,0.61152494
SELF-007,SELF-007,"Mit dem Sondersteuersatz von 27,5 % als Einkünfte aus Kapitalvermögen.",Die Besteuerung des privaten Vermögens angesichts der unterschiedlichen Rechtslage zwischen dem Privatvermögen und dem Vermögen des öffentlichen Rechtes ist in der Schweiz nach Art. 14 Abs. 2 BV (in der bis Ende 2006 gültigen Fassung) von der Besteuerung abhängig gemacht worden. Der Bundesrat hat diese Regelung in Art. 35bis Abs,Model 3 RAG,0.5839735,0.6351001,0.6084647
SELF-008,SELF-008,"Nein, der Satz bleibt stabil bei 23 % (nach der Senkung von 24 % im Vorjahr).",Ja. Der Bundesrat hat in Art. 1 Abs. 3 des Bundesgesetzes über die Erhebung und Ausrichtung von Steuern (ErgG) einen Anspruch auf eine Änderung des Körperschaftsteuersatzes gestützt auf Art. 5 Abs. 1 EergV erlassen. Der Bundesrat hat diese Änderung mit dem Bundesbeschluss vom 26. März 2021 bestät,Model 3 RAG,0.5856672,0.6720046,0.62587243
SELF-009,SELF-009,"Für ökologische Investitionen muss das Wirtschaftsgut in der Öko-IFB-Verordnung als begünstigt angeführt sein; der Investitionsfreibetrag beträgt 15 %, wobei zusätzlich die allgemeinen Voraussetzungen des § 11 EStG (insbesondere eine Nutzungsdauer von mehr als vier Jahren) erfüllt sein müssen.","über das Steuerstrafverfahren, BGBl. I Nr. 111/2003 , in der jeweils geltenden Fassung.) Der Bundesrat hat die Anpassung der Rechtsprechung an die neue Rechtslage im Sinne von Art. 1 Abs. 2 lit. a Bst. b des Bundesgesetzes über die Änderung des Schweizerischen Steuerrechts vom 18. März",Model 3 RAG,0.6462442,0.62834257,0.6371677
SELF-010,SELF-010,Der Sachbezugswert beträgt 0 Euro (Sachbezugsbefreiung).,"durch die Veredlung eingetretenen Wertsteigerung bemessen. Ist der eingeführte Gegenstand vor der Einfuhr geliefert worden und ist diese Lieferung jedoch der Umsatzsteuer unterlegen, so gilt Abs. 2. Die Voraussetzungen zur Anwendung dieser Bestimmungen sind im Übrigen auch dann erfüllt, wenn der Einfluss der Veridierung auf das Umsatzsteuer",Model 3 RAG,0.57709813,0.64483726,0.60909015
SELF-011,SELF-011,Die sieben Einkunftsarten gemäß § 2 Abs. 3 EStG 1988.,"über das Steuerstrafverfahren, BGBl. I Nr. 111/2003 , in der jeweils geltenden Fassung.) Der Bundesrat hat die Anpassung der Rechtsprechung an die neue Rechtslage im Sinne von Art. 1 Abs. 2 lit. a Bst. b des Bundesgesetzes über die Änderung des Schweizerischen Steuerrechts vom 18. März",Model 3 RAG,0.6522706,0.7236008,0.6860867
SELF-012,SELF-012,Die Möglichkeit zur Verrechnung von Auslandsverlusten innerhalb einer Unternehmensgruppe.,"ländischen Vertriebsunternehmen in das Drittlandsgebiet begibt (§ 3 Abs. 8). 2. Die Lohnveredlung ist nach dem Wortlaut des Gesetzes unabhängig davon, ob der Unternehmer den Gegenstand im Drittlandsgebiet befördert oder versendet, als solche zu betrachten. Das Bundesgericht hat diese Auffassung bestätigt (BGE 120 II",Model 3 RAG,0.6018278,0.67578375,0.6366653
SELF-013,SELF-013,"Bei Verschmelzungen, Umwandlungen, Einbringungen, Zusammenschlüssen und Realteilungen.","1. Die UmgrStG gilt für alle Steuerpflichtigen, die im Ausland wohnen oder in einem anderen Lande als in Deutschland leben. 2. Das UmgrStG ist nur anwendbar, wenn die Steuerpflichtige eine Steuerpflicht hat. 3. Der UmgrStG gilt auch für die Steuerpflichtigen, die nach dem Bundesgesetz vom 6. Oktober 1970 über die Ausländer",Model 3 RAG,0.5352286,0.59097934,0.561724
SELF-014,SELF-014,Die Besteuerung von Lieferungen und sonstigen Leistungen gegen Entgelt im Inland.,"ländischen Vertriebsunternehmen in das Drittlandsgebiet begibt (§ 3 Abs. 8). 2. Die Lohnveredlung ist nach dem Wortlaut des Gesetzes unabhängig davon, ob der Unternehmer den Gegenstand im Drittlandsgebiet befördert oder versendet, als solche zu betrachten. Das Bundesgericht hat diese Auffassung bestätigt (BGE 120 II",Model 3 RAG,0.6120451,0.67748773,0.6431058
SELF-015,SELF-015,Bestimmte schriftliche Rechtsgeschäfte wie Mietverträge (für Wohnraum seit 2017 befreit) oder Bürgschaften.,Die in Art. 1 Abs. 2 des Bundesgesetzes über die Verordnungskommission für das Steuerrecht vom 30. Juni 1975 (VStG) enthaltenen Bestimmungen sind anwendbar. Die Rechtsprechung hat sich im Zusammenhang mit der Gebühr für die Auskunftspflege zur Steuernachweisung (Art. 4 VStG) nicht geäussert. Sie,Model 3 RAG,0.5839608,0.63513196,0.6084724
SELF-016,SELF-016,Die Verkürzung der Behaltefristen und Anpassung der Steuersätze.,Die Steuerreform 2000 hat eine wesentlich verbesserte Rechtslage ergeben. Sie hat die Veranlagungsverfahren in der Regel durchgeführt und ist damit auf die Rechtssicherheit gekommen. Es wird auch die Rechtmässigkeit der Veranlagungen gewährleistet. Der Gesetzgeber hat sich mit der Steuerreform 2000 im Rahmen des Bundesgesetzes über die Steuern der,Model 3 RAG,0.6441321,0.69820994,0.67008173
SELF-017,SELF-017,"Der Versicherungsnehmer, wobei der Versicherer die Steuer einheben und abführen muss.",Diejenigen Personen sind Steuerschuldenbeteiligter. Die Beschwerdeführerin hat sich in der Schweiz als Steuerschuldenbeteiligte bezeichnet. Sie ist daher zur Stellungnahme verpflichtet (Art. 10 Abs. 2 lit. a des Bundesgesetzes über die Verordnungskommission für das Steuerrecht vom 3. Oktober 1975 [StV; SR 64,Model 3 RAG,0.59612256,0.6754709,0.63332105
SELF-018,SELF-018,Als Bemessungsgrundlage für die Grundsteuer und die landwirtschaftliche Sozialversicherung.,Der Einheitswert ist für die Berechnung des Betrages des Einkommens im Sinne von Art. 1 Abs. 2 lit. a Ziff. 3 des Bundesgesetzes über die Verordnungskommission zur Revision des Bundesgesetzes über das Schweizerische Steuergesetz vom 6. Oktober 1970 (BStG; SR 142.20) massgebend. Der Einheits,Model 3 RAG,0.5792516,0.6798204,0.6255195
SELF-019,SELF-019,"Ein Verfahren kann neu aufgerollt werden, wenn neue Tatsachen oder Beweismittel hervorkommen (§ 303 BAO).",".at/eli/bgbl/1987/309/P2/NOR12049298 Subject: Der Begriff ""grundstück"" ist heute unbestimmbar. Die Bestimmung über das Grundstück wird durch die Änderung des Bundesbeschlusses vom 17. Juli 1987 über die Erhebung von Grossguthaben (GRG) 1987 § 2, tagesakt",Model 3 RAG,0.59399873,0.66478753,0.6274027
SELF-020,SELF-020,"Bezüge, die zwar Arbeitslohn sind, aber nicht der Sozialversicherungspflicht unterliegen (z.B. Schmutzzulagen).",".at/eli/bgbl/1987/309/P2/NOR12049298 Subject: Der Begriff ""grundstück"" ist heute unbestimmbar. Die Bestimmung über das Grundstück wird durch die Änderung des Bundesbeschlusses vom 17. Juli 1987 über die Erhebung von Grossguthaben (GRG) 1987 § 2, tagesakt",Model 3 RAG,0.5501126,0.60804176,0.57762843
SELF-021,SELF-021,"Die Besteuerung des Einkommens von juristischen Personen (z.B. GmbH, AG).",Das KStG enthält keine Bestimmungen über die Steuerpflicht des Ehegatten. Es enthält nur eine Regelung über die Steuerpflicht des Ehemannes (Art. 2 Abs. 3 KStG). Die Steuerpflicht des Ehegatten ist nach Art. 4 Abs. 1 lit. a KStG in Verbindung mit Art. 5 Abs. 1 lit. b KStG im Sinne von,Model 3 RAG,0.5852015,0.66100234,0.6207966
SELF-022,SELF-022,"Er beträgt grundsätzlich 3,9 % (kann bei Vorliegen bestimmter Voraussetzungen auf 3,7 % gesenkt werden).",umente zur Änderung der Einkommenssteuer 2022 1. Die Einkommenssteuer ist auf den Einkommensvergleichsablauf anwendbar. 2. Der Einkommenssteuer ist auf den Einkommensvergleichsablauf anwendbar. 3. Das Einkommensteuerrecht gilt auch für die Einkommenssteuer. 4. Die Einkomm,Model 3 RAG,0.56802666,0.59033114,0.5789641
SELF-023,SELF-023,"Ja, bei der erstmaligen Zulassung im Inland ist die Normverbrauchsabgabe fällig.",Ja. Der Kanton Zürich ist in der Schweiz mit dem Bundesrat vertraut (Art. 10 Abs. 2 des Bundesgesetzes über das Verhältnismässigkeitsprinzip [VMP; SR 172.021]). Er hat sich im Rahmen seiner Aufgaben zur Ausübung des Rechts auf die NoVA zu orientieren. Die Beschwerdeführerin ist eine Anstalt für die,Model 3 RAG,0.614434,0.6730732,0.64241827
SELF-024,SELF-024,"Beim Werkvertrag wird ein Erfolg geschuldet (selbstständig), beim Dienstvertrag die Arbeitskraft (unselbstständig).","Der steuerliche Unterschied liegt darin, dass der Arbeitgeber in einem Vertragsverhältnis mit dem Arbeitnehmer einen Anspruch auf Erwerbseinkommen hat (Art. 15 Abs. 2 lit. a des Bundesgesetzes über die Steuern und Finanzierung der Volkswirtschaft vom 30. Juni 1974 [StG; SR 642.11]). Dieser Anspruch",Model 3 RAG,0.5809081,0.6613279,0.6185149
SELF-025,SELF-025,Anpassungen bei den Steuersätzen und Befreiungen für Betriebsübergaben.,Die Änderung ist in Art. 3 Abs. 4 lit. a des Budgetbegleitgesetzes vom 18. Dezember 2001 (BGBG) eingefügt worden. Die Änderungen sind im folgenden zu näher erläutern: Art. 3 Abs. 4 BGBG 1 Das Budgetbegleitgesetz enthält eine Ausnahmebestimmung für die Grunderwerbste,Model 3 RAG,0.5724449,0.68562967,0.6239459
SELF-026,SELF-026,Verluste können zeitlich unbegrenzt mit künftigen Gewinnen gegengerechnet werden (Verlustvortrag).,"über das Steuerstrafverfahren, BGBl. I Nr. 111/2003 , in der jeweils geltenden Fassung.) Der Bundesrat hat die Anpassung der Rechtsprechung an die neue Rechtslage im Sinne von Art. 1 Abs. 2 lit. a Bst. b des Bundesgesetzes über die Änderung des Schweizerischen Steuerrechts vom 18. März",Model 3 RAG,0.5565634,0.6037356,0.57919055
SELF-027,SELF-027,Sie liegt bei dem 12-fachen der monatlichen Geringfügigkeitsgrenze (ca. 6.221 Euro jährlich).,umente zur Änderung der Einkommenssteuer 2022 1. Die Einkommenssteuer ist auf den Einkommensvergleichsablauf anwendbar. 2. Der Einkommenssteuer ist auf den Einkommensvergleichsablauf anwendbar. 3. Das Einkommensteuerrecht gilt auch für die Einkommenssteuer. 4. Die Einkomm,Model 3 RAG,0.58600247,0.59885305,0.5923581
SELF-028,SELF-028,"Ein Absetzbetrag für Alleinverdiener/Alleinerzieher mit sehr geringem Einkommen, die keine Steuer zahlen.","10% des Einkommens der Mutter. Der Beschwerdeführer hat sich in einem Beratungsverfahren mit dem Kanton Oesterreich befasst, um die Frage auf Deutsch zu präzisieren. Er hat dabei eine Sache verstanden, die er als Hilfsassistent für die kantonalen Behörden verwendet hat. Die Prüfung der Frage auf Deutsch war daher nicht nur für ihn, sondern auch für die kant",Model 3 RAG,0.6099878,0.6454683,0.6272267
SELF-029,SELF-029,Es können im ersten Jahr bis zu 30 % des Restbuchwertes steuerlich abgeschrieben werden.,umente zur Änderung der Einkommenssteuer 2022 1. Die Einkommenssteuer ist auf den Einkommensvergleichsablauf anwendbar. 2. Der Einkommenssteuer ist auf den Einkommensvergleichsablauf anwendbar. 3. Das Einkommensteuerrecht gilt auch für die Einkommenssteuer. 4. Die Einkomm,Model 3 RAG,0.5761068,0.6281188,0.60098964
SELF-030,SELF-030,Eine Einmalzahlung/Absetzbetrag zur Entlastung von Steuerpflichtigen aufgrund der hohen Inflation.,"1985 Fr. 2'000.--; 1993 Fr. 4'600.--. Der Beschwerdeführer hat sich in der Schweiz für eine Steuernachzahlung entschlossen. Er hat sich anlässlich einer Stellungnahme vom 17. Dezember 1993 bei der Eidgenössischen Steuerverwaltung (ESV) mitgeteilt, dass er im",Model 3 RAG,0.613466,0.7109665,0.6586274
