question,answer
"Ein Hobbymaler stellt seine Werke gelegentlich in einer kleinen Galerie aus und verkauft sie dort. In den letzten zehn Jahren überstiegen die Kosten für Material, Miete und Werbung stets die Verkaufserlöse bei weitem. Eine Besserung der Einnahmesituation ist nicht absehbar, dennoch führt er die Tätigkeit unverändert fort. Sind diese Verluste steuerlich bei den Einkünften aus Gewerbebetrieb gemäß § 23 EStG berücksichtigungsfähig?","Nein, die Verluste sind nicht steuerlich bei den Einkünften aus Gewerbebetrieb gemäß § 23 EStG berücksichtigungsfähig, da die Voraussetzungen des § 4 Abs. 5 EStG nicht erfüllt sind. Der Hobbymaler muss eine Gewinnerzielungsabsicht nachweisen, was in diesem Fall nicht der Fall ist."
"Ein Versicherungsmakler vermittelt in seiner Freizeit regelmäßig Immobilien an Bekannte und erhält hierfür von den jeweiligen Immobilienbüros eine Tippgeber-Provision. Er schaltet keine Inserate, nutzt aber sein berufliches Netzwerk intensiv, um Käufer und Verkäufer zusammenzubringen. Im letzten Jahr erzielte er so fünf Provisionen. Sind diese Einkünfte als Einkünfte aus Gewerbebetrieb gemäß § 23 EStG zu werten?","Die Einkünfte des Versicherungsmaklers aus der Vermittlung von Immobilien sind als Einkünfte aus Gewerbebetrieb gemäß § 23 EStG zu werten, da er diese Tätigkeit in seiner Freizeit ausübt, aber aufgrund seines beruflichen Netzwerks und der Tatsache, dass er regelmäßig Provisionen erhält, eine gewerbliche Tätigkeit vorliegt. Die fünf Provisionen im letzten Jahr sind daher als Einkünfte aus Gewerbebetrieb zu versteuern."
"Ein Uhrenliebhaber kauft über mehrere Jahre hinweg gezielt limitierte Luxusuhren auf dem Zweitmarkt auf, hält diese für einige Monate und verkauft sie bei Wertsteigerung mit Gewinn weiter. Er führt im Jahr etwa 15 solcher Transaktionen durch und reinvestiert die Erlöse systematisch in neue Modelle. Er nutzt dafür spezialisierte Online-Foren und Auktionshäuser. Liegt hier eine private Vermögensverwaltung oder ein Gewerbebetrieb gemäß § 23 EStG vor?","Die Aktivitäten des Uhrenliebhabers können als private Vermögensverwaltung angesehen werden, da er die Uhren nicht systematisch und regelmäßig kauft und verkauft, sondern vielmehr gezielt auf Wertsteigerung spekuliert. Die systematische Reinvestition der Erlöse in neue Modelle ist kein Indikator für ein Gewerbebetrieb."
"Ein freier Journalist schreibt Artikel für verschiedene Zeitungen. Da er seine Reichweite erhöhen möchte, gründet er einen eigenen kleinen Fachverlag, kauft Texte von anderen Autoren ein, lässt diese drucken und vertreibt die fertigen Magazine über den Zeitschriftenhandel. Sind die Einkünfte aus dem Verlagsgeschäft (Verkauf der Magazine) als Einkünfte aus Gewerbebetrieb gemäß § 23 EStG einzustufen?","Die Einkünfte aus dem Verlagsgeschäft können als Einkünfte aus Gewerbebetrieb gemäß § 23 EStG einzustufen sein, wenn der Journalist die Voraussetzungen für eine Gewerbebetriebstätigkeit erfüllt, insbesondere wenn er die Magazine in einem gewerblichen Umfang herstellt, verteilt und vermarktet."
"Ein Autoliebhaber kauft über einen Zeitraum von zwei Jahren systematisch fünf unrestaurierte Oldtimer auf, setzt diese in einer gemieteten Werkstatt unter Einsatz von Fachpersonal instand und verkauft die fahrbereiten Fahrzeuge anschließend mit beträchtlichem Gewinn über spezialisierte Online-Auktionen. Er beabsichtigt, diesen Zyklus fortzusetzen, um daraus seinen Lebensunterhalt zu bestreiten. Ist diese Tätigkeit als private Vermögensverwaltung oder als Gewerbebetrieb gemäß § 23 EStG einzustufen?","Die Tätigkeit des Autoliebhabers kann als Gewerbebetrieb gemäß § 23 EStG eingestuft werden, da er systematisch und regelmäßig Oldtimer kauft, instand setzt und verkauft, um daraus seinen Lebensunterhalt zu bestreiten. Die Tätigkeit ist nicht als private Vermögensverwaltung einzustufen, da sie wirtschaftlich und organisatorisch als eigenständige Tätigkeit aufgebaut ist."
"Ein Autoliebhaber vermietet seine zwei privaten Oldtimer gelegentlich für Hochzeiten oder Filmaufnahmen. Die Einnahmen decken jedoch bei weitem nicht die hohen laufenden Kosten für Wartung, Versicherung und Garagenmiete. Da er die Fahrzeuge primär für sein eigenes Hobby besitzt und die Vermietung nur zur minimalen Kostensenkung nutzt, ist eine Gewinnerzielung objektiv nicht möglich. Liegt hier ein Gewerbebetrieb gemäß § 23 EStG vor?","Nein, es liegt kein Gewerbebetrieb gemäß § 23 EStG vor, da die Vermietung nicht als Hauptzweck des Fahrzeugbesitzes erfolgt und keine Gewinnerzielung angestrebt wird. Die Vermietung dient lediglich der Kostensenkung."
"Ein Student kauft regelmäßig limitierte Sneaker-Modelle bei deren Erscheinen (Drops) zum Ladenpreis. Er lagert diese originalverpackt und verkauft sie einige Monate später mit einem Aufschlag von 200 % über spezialisierte Online-Marktplätze weiter. Pro Jahr führt er etwa 40 solcher Transaktionen durch, um sein Studium zu finanzieren. Er wirbt nicht aktiv, nutzt aber die Preisalgorithmen der Plattformen. Liegt hier ein Gewerbebetrieb gemäß § 23 EStG vor?","Ein Gewerbebetrieb liegt vor, wenn der Student seine Sneaker-Käufe und -Verkäufe systematisch und regelmäßig betreibt, um Gewinne zu erzielen. Die Durchführung von 40 Transaktionen pro Jahr und der Einsatz von Preisalgorithmen sprechen für einen gewerblichen Charakter."
"Eine Modeexpertin kauft gezielt limitierte Designertaschen renommierter Luxusmarken auf, von denen bekannt ist, dass sie im Wert steigen. Sie bewahrt die Taschen unbenutzt in ihrem klimatisierten Lager auf und verkauft sie nach einer Haltefrist von 18 bis 24 Monaten mit erheblichem Aufschlag über spezialisierte Auktionshäuser weiter. Sie führt jährlich ca. 12 solcher Transaktionen durch und nutzt den Gewinn zur Finanzierung neuer Ankäufe. Liegt hier ein Gewerbebetrieb gemäß § 23 EStG vor?","Ein Gewerbebetrieb liegt vor, da die Modeexpertin ihre Aktivitäten systematisch und regelmäßig betreibt, um Gewinne zu erzielen, und diese Gewinne zur Finanzierung neuer Ankäufe verwendet. Die Haltefrist von 18 bis 24 Monaten und die Verwendung spezialisierter Auktionshäuser sprechen für eine gewerbliche Tätigkeit."
"Ein IT-Berater kauft über mehrere Jahre hinweg gezielt originalverpackte und zertifizierte Videospiel-Klassiker aus den 1990er Jahren auf. Er beobachtet die Auktionspreise genau und verkauft regelmäßig jene Spiele weiter, die eine besonders hohe Wertsteigerung erfahren haben, um mit dem Erlös neue, noch seltenere Exemplare zu erwerben. Pro Jahr wickelt er ca. 20 solcher Verkäufe über spezialisierte Plattformen ab. Ist diese Tätigkeit als private Vermögensverwaltung oder als Gewerbebetrieb gemäß § 23 EStG einzustufen?","Diese Tätigkeit ist als Gewerbebetrieb gemäß § 23 EStG einzustufen, da der IT-Berater durch die regelmäßigen Verkäufe von Videospielen einen erheblichen wirtschaftlichen Gewinn erzielt und diese Tätigkeit nicht nur als Hobby oder private Vermögensverwaltung ausgeübt wird. Die regelmäßigen Verkäufe über spezialisierte Plattformen und die gezielte Suche nach seltenen Exemplaren sprechen für eine gewerbliche Tätigkeit."
"Ein Sammler kauft systematisch originalverpackte Lego-Sets auf, von denen bekannt ist, dass sie bald vom Markt genommen werden (End of Life). Er lagert diese über mehrere Jahre in einem trockenen Keller und verkauft sie nach und nach mit einem Aufschlag von 150 % über Online-Marktplätze, um mit dem Erlös neue Investitionen zu tätigen. Er führt jährlich etwa 25 solcher Verkäufe durch. Ist diese Tätigkeit als private Vermögensverwaltung oder als Gewerbebetrieb gemäß § 23 EStG einzustufen?","Die Tätigkeit des Sammlers kann als private Vermögensverwaltung gemäß § 22 Abs. 3 Z 4 EStG eingestuft werden, da er die Lego-Sets systematisch sammelt und sie nach und nach verkauft, um neue Investitionen zu tätigen. Die regelmäßigen Verkäufe von 25 Stücken pro Jahr und der Aufschlag von 150 % sprechen jedoch für eine gewerbliche Tätigkeit. Die Einstufung als Gewerbebetrieb ist daher wahrscheinlicher."
Ein Kommanditist gibt seiner KG ein Darlehen und erhält dafür Zinsen. Handelt es sich dabei um Zinseinkünfte?,"Nein, es handelt sich nicht um Zinseinkünfte, da der Kommanditist als Gesellschafter der KG eine Geschäftsverbindung mit der Gesellschaft unterhält und die Zinsen als Teil der Gesellschaftervergütung zu betrachten sind."
Ein OG-Gesellschafter vermietet sein Gebäude an die OG und gibt die Mieteinnahmen als Vermietungseinkünfte an. Ist das korrekt?,"Nein, das ist nicht korrekt. Als Gesellschafter einer Offenen Gesellschaft (OG) ist die Vermietung des Gebäudes an die Gesellschaft eine innergesellschaftliche Geschäftsbeziehung, die nicht zu Vermietungseinkünften führt. Die Einnahmen sind als Gesellschafter-Gewinnanteile zu erfassen."
Ein OG-Gesellschafter erhält für seine Geschäftsführertätigkeit ein monatliches Gehalt von der OG. Kann er das über die Lohnsteuer abrechnen?,"Nein, ein Gesellschafter-Geschäftsführer kann sein Gehalt nicht über die Lohnsteuer abrechnen, da es sich um eine Geschäftsverteilung handelt, die nicht als Lohnsteuerpflichtige Einnahmen behandelt wird. Die Abrechnung erfolgt über die Einkünfte aus selbstständiger Arbeit."
Jemand verkauft seinen Betrieb und geht in Pension. Muss er den Veräußerungsgewinn noch als gewerbliche Einkünfte versteuern?,"Nein, der Veräußerungsgewinn ist nach § 34 EStG steuerfrei, wenn der Veräußerer vor der Veräußerung mindestens 10 Jahre lang Gewerbetreibender war und die Veräußerung nach dem 31. Dezember 2008 erfolgt ist."
"Jemand vermietet dauerhaft 8 Eigentumswohnungen, selbständig, nachhaltig und mit Gewinnabsicht. Ist er damit gewerblich tätig nach § 23?","Ja, die Vermietung von 8 Eigentumswohnungen kann als gewerbliche Tätigkeit nach § 23 EStG angesehen werden, da die Vermietung dauerhaft, selbständig und mit Gewinnabsicht erfolgt. Die Anzahl der vermieteten Wohnungen ist dabei nicht entscheidend, sondern die Art und Weise der Vermietung."
Ein Kommanditist ist völlig passiv und mischt sich nie in die Geschäfte ein. Ist sein Gewinnanteil deshalb eine Kapitalanlage und kein Gewerbebetrieb?,"Nein, das ist nicht der Fall. Als Kommanditist ist er an der Gesellschaft beteiligt und hat die Möglichkeit, einen Gewinnanteil zu erzielen, unabhängig davon, ob er sich in die Geschäfte einmischt oder nicht. Der Gewinnanteil ist daher kein Kapitalanlage, sondern ein Gewerbebetrieb im Sinne des § 1 Abs. 1 KStG."
Jemand verkauft einmalig alte Möbel auf einem Flohmarkt und macht dabei 200 € Gewinn. Liegt ein Gewerbebetrieb nach § 23 vor?,"Ein einmaliger Verkauf von alten Möbeln auf einem Flohmarkt ohne regelmäßige und wiederkehrende Geschäftstätigkeit reicht nicht aus, um einen Gewerbebetrieb nach § 23 UStG zu begründen. Der Gewinn aus einem einmaligen Verkauf ist steuerlich nicht relevant."
Ein Komplementär überlässt der KG seinen privaten Pkw gegen eine monatliche Vergütung. Handelt es sich dabei um sonstige Einnahmen?,"Nein, es handelt sich nicht um sonstige Einnahmen, da der Komplementär durch die Überlassung seines Pkw eine Gegenleistung für seine Tätigkeit als Kommanditist erbringt. Die monatliche Vergütung ist Teil der Kommanditistenvergütung und daher steuerlich als Einkünfte aus selbstständiger Arbeit zu erfassen."
"Eine Tätigkeit ist selbständig, nachhaltig, gewinnorientiert und am Markt angeboten. Ist die Tätigkeit dadurch automatisch ein Gewerbebetrieb nach § 23 Z 1?","Nein, eine Tätigkeit ist nicht automatisch ein Gewerbebetrieb nach § 23 Z 1, wenn sie nicht in einem Gewerbebetrieb ausgeübt wird. Ein Gewerbebetrieb muss nachweislich betrieben werden, d.h. es muss eine gewerbliche Tätigkeit mit der Absicht bestehen, Gewinne zu erzielen."
"Ein stiller Gesellschafter erhält einen Gewinnanteil aus seiner Beteiligung an einem Gewerbebetrieb. Fällt das unter § 23, weil die Gesellschaft gewerblich tätig ist?","Nein, das fällt nicht unter § 23, da § 23 Einkünfte aus nichtselbstständiger Arbeit betrifft, während ein stiller Gesellschafter keine Arbeit leistet. Die Einkünfte aus der Beteiligung an einem Gewerbebetrieb fallen unter § 4 Abs. 1 EStG als Einkünfte aus Gewerbebetrieb."
Ein Einzelunternehmer stellt seinen Betrieb ein ohne ihn zu verkaufen. Muss er einen allfälligen Aufgabegewinn versteuern?,"Nein, ein Aufgabegewinn ist bei der Auflösung eines Einzelunternehmens nicht zu versteuern, da er nicht als Einkünfte aus selbstständiger Arbeit zu behandeln ist. Der Aufgabegewinn ist steuerpflichtig, wenn der Unternehmer den Betrieb veräußert."
An einer KG sind ein Komplementär und ein Kommanditist beteiligt. Müssen beide ihre Gewinnanteile nach § 23 versteuern?,"Nein, der Kommanditist versteuert nur die von ihm erhaltenen Gewinnanteile, nicht den gesamten Gewinn der KG. Der Komplementär versteuert dagegen den gesamten Gewinn der KG, da er als Gesellschafter mit unbeschränkter Haftung haftet."
"Ein Fotograf arbeitet selbständig, nachhaltig und mit Gewinnabsicht. Er meint, Fotografie sei ein freier Beruf und daher keine gewerbliche Tätigkeit. Liegt er richtig?","Nein, die Fotografie ist in Österreich als gewerbliche Tätigkeit anzusehen, wenn sie mit Gewinnabsicht betrieben wird, unabhängig davon, ob sie als freier Beruf angesehen wird. Die Gewerblichkeit wird durch die Art und Weise der Tätigkeit, die regelmäßige Ausübung und den Gewinnbezug bestimmt."
"Ein IT-Berater arbeitet selbständig, nachhaltig und mit Gewinnabsicht. Er meint, da er ausschließlich geistig tätig ist, liege selbständige Arbeit und kein Gewerbebetrieb vor. Stimmt das?","Nein, das ist nicht korrekt. Selbständige Arbeit und Gewerbebetrieb sind nicht gegensätzliche Kategorien, sondern vielmehr verschiedene Formen der Selbstständigkeit. Der IT-Berater kann sowohl selbständig arbeiten als auch ein Gewerbebetrieb betreiben, wenn er mit Gewinnabsicht tätig ist und nachhaltig arbeitet."
Bei einer GmbH & Co KG ist der einzige Komplementär eine GmbH. Ein Kommanditist erhält seinen Gewinnanteil. Fällt dieser unter § 23?,"Nein, der Gewinnanteil des Kommanditisten fällt nicht unter § 23 EStG, da dieser nicht als Einkünfte aus Kapitalvermögen, sondern als Einkünfte aus selbstständiger Arbeit behandelt wird, da der Kommanditist als Gesellschafter der GmbH & Co KG nicht nur Kapital, sondern auch Arbeit leistet."
Jemand erbringt Leistungen ausschließlich innerhalb der Familie ohne jedes Auftreten nach außen. Fehlt damit die Beteiligung am allgemeinen wirtschaftlichen Verkehr?,"Nein, die Beteiligung am allgemeinen wirtschaftlichen Verkehr ist nicht erforderlich, um eine Einkünfteerzielung zu begründen. Die Leistungen innerhalb der Familie können als Einkünfteerzielung im Rahmen der Einkünfte aus selbstständiger Arbeit oder der Einkünfte aus Gewerbebetrieb angesehen werden, wenn sie auf einer Geschäftsbeziehung oder einem Dienstvertrag beruhen."
"Ein Journalist schreibt selbständig Artikel für verschiedene Zeitungen. Er meint, da er schriftstellerisch tätig ist, liege jedenfalls kein Gewerbebetrieb vor. Hat er recht?","Nein, der Journalist hat nicht recht, da selbständige journalistische Tätigkeit als Gewerbebetrieb gilt, wenn sie regelmäßig und umsatzorientiert ausgeübt wird. Dies ist gemäß § 1 GewO (Gewerbeordnung) der Fall."
"Ein Steuerberater betreibt seine Kanzlei als Einzelunternehmer. Ein Bekannter meint, da er Einzelunternehmer ist, liege Gewerbebetrieb vor. Stimmt das?","Nein, das ist nicht unbedingt der Fall. Als Einzelunternehmer kann man sowohl einen Gewerbebetrieb als auch einen nicht gewerblichen Betrieb führen, je nachdem, ob die Tätigkeit als Gewerbe ausgeübt wird oder nicht. Der Gewerbebetrieb ist gekennzeichnet durch die Absicht, Gewinn zu erzielen und die Tätigkeit ist in der Regel auf Dritte gerichtet."
Ein Arzt betreibt seine Ordination als Einzelunternehmer und erzielt daraus Einkünfte. Liegen Einkünfte aus Gewerbebetrieb vor?,"Ja, Einkünfte aus Gewerbebetrieb liegen vor, wenn der Arzt seine Ordination als Gewerbe betreibt, also regelmäßig und in der Absicht, Gewinn zu erzielen, und nicht nur nebenberuflich oder ausnahmsweise. Dies ist der Fall, wenn der Arzt beispielsweise regelmäßig Patienten behandelt und Rechnungen ausstellt."
"Ein Bauer betreibt zusätzlich zu seiner Landwirtschaft einen kleinen Hofladen, in dem er eigene Produkte verkauft. Er meint, da er Landwirt ist, falle alles unter Land- und Forstwirtschaft und nicht unter § 23. Stimmt das?","Nein, das stimmt nicht. Der Hofladen ist ein Gewerbebetrieb und unterliegt den Regelungen des Gewerbeabgabenrechts, insbesondere § 23 UStG, da er nicht Teil der Land- und Forstwirtschaft ist."
"Eine Privatperson erbt ein altes, stark sanierungsbedürftiges Einfamilienhaus. Sie investiert ein Jahr lang viel Zeit und Geld in die Komplettsanierung und verkauft das Haus anschließend mit einem hohen Gewinn weiter. Sie plant keine weiteren Immobilienprojekte. Sind die Einkünfte als Einkünfte aus Gewerbebetrieb zu werten?","Nein, die Einkünfte aus dem Verkauf des sanierungsbedürftigen Hauses sind als Einkünfte aus Kapitalvermögen (§ 30 BAO) zu werten, da die Privatperson keine gewerbliche Tätigkeit ausübt und das Haus nicht als Betriebsvermögen geführt wird."
"Ein Forstwirt betreibt auf einem Teil seines Waldgrundstücks einen kommerziellen Hochseilklettergarten. Er bewirbt diesen stark und verlangt Eintrittsgelder. Fällt der Klettergarten unter die Einkünfte aus Land- und Forstwirtschaft, da er sich im Wald befindet?","Der Klettergarten fällt nicht unbedingt unter die Einkünfte aus Land- und Forstwirtschaft, da er als kommerzielle Einrichtung mit Eintrittsgeldern betrieben wird und nicht als Teil der land- und forstwirtschaftlichen Betriebsführung. Die Einkünfte aus dem Klettergarten wären als Einkünfte aus Gewerbebetrieb zu erfassen."
"Eine diplomierte Krankenschwester eröffnet ein eigenes Kosmetikstudio für Fußpflege und Nageldesign. Sie beruft sich darauf, dass sie aufgrund ihrer medizinischen Ausbildung freiberuflich (selbstständige Arbeit) tätig ist. Ist das korrekt?","Nein, das ist nicht korrekt. Als diplomierte Krankenschwester ist sie gemäß § 2 Abs. 1 Z 1 EStG 1988 als Angestellte der Krankenanstalten oder Krankenpflegeeinrichtungen anzusehen, auch wenn sie freiberuflich tätig ist."
"Eine Kommanditistin einer florierenden Logistik-KG kauft privat eine leere Lagerhalle und vermietet diese dauerhaft an die KG, an der sie beteiligt ist. Sie erhält dafür eine marktübliche monatliche Miete. Sind das Einkünfte aus Vermietung und Verpachtung?","Nein, es handelt sich nicht um Einkünfte aus Vermietung und Verpachtung, da die Kommanditistin die Lagerhalle nicht an Dritte vermietet, sondern an die KG, an der sie selbst beteiligt ist. Diese Transaktion ist als innergesellschaftliche Geschäftsbeziehung zu betrachten."
"Ein Angestellter baut in seiner Freizeit leidenschaftlich gerne detailgetreue Modellflugzeuge. Gelegentlich verkauft er eines an Bekannte, allerdings decken die Verkaufserlöse bei Weitem nicht die teuren Materialkosten. Er macht das rein aus Freude am Basteln. Liegt ein Gewerbebetrieb nach § 23 EStG vor?","Ein Gewerbebetrieb nach § 23 EStG liegt nicht vor, da der Angestellte die Herstellung und Verkauf der Modellflugzeuge nicht als regelmäßige und umsatzorientierte Tätigkeit ausübt, sondern vielmehr als Freizeitbeschäftigung. Die geringen Verkaufserlöse und die Deckung der Materialkosten durch den Eigenverbrauch sprechen gegen die Annahme eines Gewerbebetriebs."
"Ein atypisch stiller Gesellschafter ist am Gewinn, am Verlust und an den stillen Reserven eines Handelsunternehmens beteiligt, tritt aber nach außen hin nicht in Erscheinung. Sind seine Gewinnanteile als Einkünfte aus Kapitalvermögen oder als Gewerbebetrieb zu versteuern?","Die Gewinnanteile eines atypisch stillen Gesellschafters sind als Einkünfte aus Kapitalvermögen zu versteuern, da er nicht aktiv am Unternehmen beteiligt ist und keine Gewerbetätigkeit ausübt. Dies gilt auch für stillere Gesellschafter, die nicht in der Gesellschaft tätig sind, aber an den stillen Reserven beteiligt sind."
Die Ehefrau eines Gesellschafters einer offenen Gesellschaft (OG) gewährt der OG aus ihrem privaten Ersparten ein Darlehen und erhält dafür Zinsen. Die Ehefrau selbst ist nicht an der OG beteiligt. Handelt es sich bei den Zinsen um Einkünfte aus Gewerbebetrieb nach § 23 Z 2 EStG?,"Nein, die Zinsen sind keine Einkünfte aus Gewerbebetrieb nach § 23 Z 2 EStG, da die Ehefrau nicht an der OG beteiligt ist und die Zinsen nicht als Geschäftsbeziehungen zwischen der OG und der Ehefrau anzusehen sind. Die Zinsen sind als Einkünfte aus Kapitalvermögen nach § 22 Z 2 EStG zu behandeln."
Ein Hobbygärtner kocht überschüssiges Obst aus seinem Garten zu Marmelade ein. Er stellt einen kleinen Selbstbedienungsautomaten gut sichtbar an der stark befahrenen Bundesstraße vor seinem Haus auf. Er füllt den Automaten wöchentlich auf und erzielt einen ordentlichen Gewinn. Erfüllt er das Merkmal der Beteiligung am allgemeinen wirtschaftlichen Verkehr?,"Ja, der Hobbygärtner erfüllt das Merkmal der Beteiligung am allgemeinen wirtschaftlichen Verkehr, da er seine Marmelade auf einer öffentlich zugänglichen Stelle (der Bundesstraße) anbietet und dabei einen Gewinn erzielt. Dies stellt eine wirtschaftliche Tätigkeit dar, die über den privaten Bedarf hinausgeht."
Eine erfolgreiche Rockband (freiberuflich tätig als Künstler) verkauft bei ihren Konzerten in großem Stil T-Shirts und Kappen mit ihrem Logo. Der Umsatz aus diesem Merchandise-Verkauf macht mittlerweile 50 % ihrer Gesamteinnahmen aus. Ist der Verkauf der T-Shirts steuerlich als Gewerbebetrieb zu werten?,"Der Verkauf von Merchandise-Produkten durch eine freiberuflich tätige Rockband kann als Nebengewerbe angesehen werden, wenn der Umsatz aus diesem Bereich 50 % der Gesamteinnahmen erreicht. In diesem Fall ist die Einkünfteerzielungsabsicht für das Merchandise-Geschäft gegeben, sodass der Umsatz steuerlich als Gewerbebetrieb zu werten ist."
"Ein Unternehmer betreibt ein Fast-Food-Restaurant im Rahmen eines strengen Franchise-Systems. Er muss Öffnungszeiten, Preise und Zutaten exakt nach Vorgabe des Franchise-Gebers richten. Er behauptet, wegen dieser Weisungsgebundenheit fehle ihm die Selbstständigkeit für einen Gewerbebetrieb nach § 23 EStG. Hat er recht?","Nein, der Unternehmer hat nicht recht, da die Weisungsgebundenheit gegenüber dem Franchise-Geber nicht zwangsläufig zu einer fehlenden Selbstständigkeit führt. Die Selbstständigkeit ist nach § 23 EStG gegeben, wenn der Unternehmer in der Lage ist, seine Geschäftsentscheidungen selbst zu treffen und nicht von einem anderen abhängig ist."
"Jemand plant über ein Jahr lang intensiv ein riesiges, einmalig stattfindendes Musikfestival. Es werden Verträge mit Dutzenden Bands geschlossen, eine riesige Infrastruktur aufgebaut und Tickets weltweit verkauft. Da das Festival nur ein einziges Mal an einem Wochenende stattfindet, meint der Veranstalter, es fehle an der Nachhaltigkeit für einen Gewerbebetrieb. Stimmt das?","Nein, das ist nicht korrekt. Gemäß § 2 Abs. 1 GewO ist ein Gewerbebetrieb jede Tätigkeit, die in einem gewerblichen Betrieb ausgeübt wird. Die Gewerblichkeit wird nicht nur durch die Dauer, sondern auch durch die Art und den Umfang der Tätigkeit bestimmt. Ein einmaliges Musikfestival kann daher als Gewerbebetrieb angesehen werden, wenn es eine gewerbliche Tätigkeit darstellt, wie z.B. die Vermittlung von Unterhaltungsleistungen."
Ein professioneller E-Sportler nimmt regelmäßig an internationalen Videospiel-Turnieren teil und erzielt dort hohe Preisgelder. Zusätzlich streamt er sein tägliches Training auf Twitch und kassiert dort Werbeeinnahmen. Handelt es sich hierbei um Einkünfte aus Gewerbebetrieb nach § 23 EStG?,"Die Einnahmen aus internationalen Videospiel-Turnieren und Werbeeinnahmen aus dem Twitch-Streaming können als Einkünfte aus Gewerbebetrieb nach § 23 EStG angesehen werden, wenn der E-Sportler diese Tätigkeiten als selbstständige Unternehmer ausübt und die notwendigen Voraussetzungen für eine Gewerbebetriebseröffnung erfüllt."
Eine rüstige Pensionistin strickt das ganze Jahr über Socken. In der Vorweihnachtszeit mietet sie für vier Wochen einen Stand auf dem örtlichen Weihnachtsmarkt und verkauft dort ihre über das Jahr hergestellten Socken mit erheblichem Gewinn. Ist diese Tätigkeit als Gewerbebetrieb einzustufen?,"Die Tätigkeit der Pensionistin kann als Kleinunternehmen (§ 2 Abs. 1 GewO) oder als Gewerbebetrieb (§ 1 GewO) eingestuft werden, da sie über einen längeren Zeitraum hinweg (das ganze Jahr) Socken herstellt und diese auf dem Weihnachtsmarkt verkauft. Die Gewinnerzielungsabsicht ist gegeben, da sie erheblichen Gewinn erzielt."
Ein Gesellschafter einer Bau-Offenen-Gesellschaft (OG) arbeitet zusätzlich stundenweise als Bauleiter auf den Baustellen der OG und erhält dafür einen tariflichen Stundenlohn ausbezahlt. Kann er diese Einkünfte als Einkünfte aus nichtselbstständiger Arbeit (Lohnsteuer) geltend machen?,"Nein, die Einkünfte des Gesellschafters aus der Tätigkeit als Bauleiter können nicht als Einkünfte aus nichtselbstständiger Arbeit geltend gemacht werden, da er als Gesellschafter der OG gleichzeitig Geschäftsführer oder Organ der Gesellschaft ist und diese Tätigkeit als selbstständige Einkünfte aus Gewerbebetrieb (Einkünfte aus selbstständiger Arbeit) zu behandeln ist."
"Ein pensionierter Bäcker verkauft seine komplett eingerichtete Bäckerei samt Kundenstock an einen Nachfolger. Der Kaufpreis von 300.000 Euro wird vereinbarungsgemäß in monatlichen Raten über 10 Jahre abbezahlt. Stellen diese Zahlungen Einkünfte aus Gewerbebetrieb dar, obwohl der Bäcker nicht mehr arbeitet?","Nein, die monatlichen Zahlungen stellen keine Einkünfte aus Gewerbebetrieb dar, da der pensionierte Bäcker nicht mehr selbstständig tätig ist und die Zahlungen als Kapitalertrag zu betrachten sind."
"Ein IT-Angestellter züchtet in seiner Mietwohnung Rassekatzen. Er hat durchschnittlich fünf Würfe pro Jahr, zieht die Tiere fachgerecht auf und verkauft die Kitten über Online-Inserate an Liebhaber, wobei die Einnahmen seine Kosten für Futter und Tierarzt dauerhaft deutlich übersteigen. Fällt dies unter Land- und Forstwirtschaft oder Gewerbebetrieb?","Die Zucht von Rassekatzen durch den IT-Angestellten fällt unter den Begriff des Gewerbebetriebs, da er die Tiere fachgerecht aufzieht und sie über Online-Inserate verkauft, was auf eine gewerbliche Tätigkeit schließen lässt. Die Einnahmen übersteigen die Kosten deutlich, was auf eine gewerbliche Absicht hindeutet."
"Ein brillanter Mathematik-Student erfindet einen neuartigen Zauberwürfel. Er meldet kein Patent an, sondern produziert den Würfel mithilfe eines 3D-Druckers selbst in seiner WG in großen Stückzahlen und verkauft ihn online. Er meint, als Erfinder beziehe er Einkünfte aus selbstständiger Arbeit. Ist das richtig?","Nein, das ist nicht richtig. Als Erfinder des Zauberwürfels hat der Student Urheberrecht, nicht Patentrecht. Die Herstellung und Verkauf des Würfels in großen Stückzahlen ohne Lizenz oder Erlaubnis des Urheberrechtsinhabers kann als Urheberrechtsverletzung angesehen werden."
"Ein ausgezeichneter Nachhilfelehrer baut sein Einzelunternehmen stark aus. Er unterrichtet selbst gar nicht mehr, sondern beschäftigt mittlerweile 20 angestellte Lehrer, für die er lediglich die Terminplanung und Abrechnung übernimmt. Er meint, Unterrichten sei ein freier Beruf. Liegt Gewerbebetrieb vor?","Ja, es liegt ein Gewerbebetrieb vor, da der Nachhilfelehrer durch die Beschäftigung von 20 angestellten Lehrern eine gewerbliche Tätigkeit ausübt. Die Terminplanung und Abrechnung reichen nicht aus, um die Tätigkeit als freiberuflich zu qualifizieren."
