id,correct_answer,sources
EMP-013,"Ja. Alle Bezüge und Vorteile, die dem Arbeitnehmer aus dem Dienstverhältnis oder einem früheren Dienstverhältnis zufließen, sind Einkünfte aus nichtselbständiger Arbeit. Da die Provision aufgrund der Nähe zum Dienstverhältnis gezahlt wird, ist sie steuerpflichtig.",§ 25 Abs. 1 Z 1 lit. a EStG
EMP-014,"Nein. Beträge, die der Arbeitgeber dem Arbeitnehmer für die Bereitstellung von eigenem Werkzeug zahlt (sofern sie die tatsächlichen Kosten nicht offensichtlich übersteigen), gelten als steuerfreie Kostenersätze.",§ 26 Z 2 EStG
EMP-015,"Nein. Die Kostenübernahme für eine Wochen-, Monats- oder Jahreskarte für öffentliche Verkehrsmittel durch den Arbeitgeber (sofern das Ticket zumindest am Wohn- oder Arbeitsort gültig ist) gehört nicht zu den Einkünften aus nichtselbständiger Arbeit.",§ 26 Z 5 EStG
EMP-016,Ja. Die Urlaubsersatzleistung steht in direktem Zusammenhang mit dem Dienstverhältnis und stellt einen steuerpflichtigen Bezug aus nichtselbständiger Arbeit dar.,§ 25 Abs. 1 Z 1 lit. a EStG
EMP-017,Nein. Zahlungen des Arbeitgebers zur Abgeltung von Kosten im Homeoffice (Homeoffice-Pauschale) gehören bis zu einem Betrag von 3 € pro Tag (für höchstens 100 Tage im Kalenderjahr) nicht zu den Einkünften aus nichtselbständiger Arbeit.,§ 26 Z 9 EStG
EMP-018,Ja. Bezüge aus der gesetzlichen Sozialversicherung sowie aus gesetzlichen Versorgungseinrichtungen der Körperschaften öffentlichen Rechts gelten gesetzlich als Einkünfte aus nichtselbständiger Arbeit.,§ 25 Abs. 1 Z 3 lit. a EStG
EMP-019,"Nein. Die Bereitstellung von Arbeitsmitteln (wie Computer, Mobiltelefone oder Internetanschlüsse) durch den Arbeitgeber zur beruflichen Verwendung gehört gemäß § 26 Z 2 EStG nicht zu den Einkünften aus nichtselbständiger Arbeit, auch wenn eine private Mitnutzung gestattet ist.",§ 26 Z 2 EStG
EMP-020,"Nein. Beträge, die der Arbeitgeber dem Arbeitnehmer als Ersatz für die im Dienst entstehenden Aufwendungen zahlt (hier: das Risiko des Kassenfehlbetrages), gehören nicht zu den Einkünften aus nichtselbständiger Arbeit, sofern sie die tatsächlichen Risiken bzw. Kosten decken und als Auslagenersatz gelten.",§ 26 Z 2 EStG
EMP-021,"Ja. Pensionszusagen gelten als Einkünfte aus nichtselbständiger Arbeit, wenn sie ganz oder teilweise anstelle des derzeit gezahlten Gehalts oder anstelle von Gehaltserhöhungen gewährt werden, auf die der Arbeitnehmer Anspruch hätte.",§ 25 Abs. 1 Z 1 lit. a EStG 1988
EMP-022,"Ja, aber nur, wenn die ungarische Unfallversicherung einer österreichischen gesetzlichen Unfallversicherung entspricht und die Zahlungen in Zusammenhang mit einem bestehenden oder früheren Dienstverhältnis stehen. Fehlt dieser Zusammenhang, zählen sie nicht zu den Einkünften aus nichtselbständiger Arbeit, sondern zu den „sonstigen Einkünften“ nach § 32 Z 1 EStG 1988.",§ 25 Abs. 1 Z 1 lit. d EStG 1988 (i.V.m. § 32 Z 1 EStG 1988)
EMP-023,"Ja. Krankengeld aus der gesetzlichen Krankenversicherung gilt als Einkünfte aus nichtselbständiger Arbeit, wenn es wegen eines bestehenden oder früheren Dienstverhältnisses bezogen wird. Besteht kein Zusammenhang mit einem Dienstverhältnis (z. B. Krankengeld für Selbständige), ist es keine Einkunft aus nichtselbständiger Arbeit und fällt unter § 32 Z 1 EStG 1988.",§ 25 Abs. 1 Z 1 lit. c–e EStG 1988 (i.V.m. § 32 Z 1 EStG 1988)
EMP-024,"Ja. Krankengeld aus einer Unterstützungseinrichtung einer Kammer gilt als Einkünfte aus nichtselbständiger Arbeit, wenn es im Zusammenhang mit einem bestehenden oder früheren Dienstverhältnis steht (z. B. seiner Anstellung in der Kanzlei). Erfolgt die Zahlung hingegen nur wegen der Kammermitgliedschaft ohne Dienstverhältnis, liegt keine Einkunft aus nichtselbständiger Arbeit vor.",§ 25 Abs. 1 Z 1 lit. e EStG 1988 (i.V.m. § 32 Z 1 EStG 1988)
EMP-025,"Solche Zahlungen zählen nur dann zu den Einkünften aus nichtselbständiger Arbeit, wenn sie im Zusammenhang mit einem bestehenden oder früheren Dienstverhältnis stehen. Erfolgen sie lediglich aufgrund einer Kammermitgliedschaft oder ähnlicher Zugehörigkeit ohne Dienstverhältnis, sind sie sonstige Einkünfte nach § 32 Z 1 EStG 1988.",§ 25 Abs. 1 Z 1 lit. e EStG 1988 i.V.m. § 32 Z 1 EStG 1988
EMP-026,"Nein. Nur jener Teil der Pensionszahlungen, der auf eigene Beitragszahlungen des Arbeitnehmers (bzw. eines wesentlich Beteiligten oder eines Arbeitgebers für sich selbst) entfällt, wird mit 25 % besteuert. Der restliche, vom Arbeitgeber finanzierte Teil ist voll steuerpflichtig.",§ 25 Abs. 1 Z 2 lit. a EStG 1988
EMP-027,"Da der Geschäftsführer mit 15 % nicht wesentlich beteiligt ist (§ 22 Z 2 EStG – unter 25 %), wird der Teil der Auszahlung, der auf seine eigenen Beiträge entfällt, mit 25 % versteuert – wie bei gewöhnlichen Arbeitnehmern.",§ 25 Abs. 1 Z 2 lit. a EStG 1988 i.V.m. § 22 Z 2 EStG 1988
EMP-028,"Nein. Leistungen aus Beiträgen, für die eine staatliche Prämie nach § 108a oder § 108g gewährt wurde, sind steuerfrei. Das gilt ebenso für Zahlungen, die aus einer Übertragung einer BV‑Kasse (§ 17 BMSVG) stammen.","§ 25 Abs. 1 Z 2 lit. a EStG 1988 i.V.m. §§ 108a, 108g EStG 1988 und § 17 BMSVG"
EMP-029,Der Finanzminister kann per Verordnung ein pauschales Verfahren zur Abgrenzung des steuerfreien und steuerpflichtigen Anteils festlegen („pauschales Ausscheiden“). (§ 25 Abs. 1 Z 2 lit. a EStG ).,§ 25 Abs. 1 Z 2 lit. a EStG 1988 (letzter Satz)
EMP-030,"Ja. Zahlungen aus einer betrieblichen Privatstiftung gelten als Einkünfte aus nichtselbständiger Arbeit, wenn sie aufgrund eines früheren Dienstverhältnisses geleistet werden.",§ 25 Abs. 1 Z 2 lit. c EStG 1988 i.V.m. § 4d EStG 1988
EMP-031,"Ja. Auch ohne Rechtsanspruch gilt jede Zahlung, die im Zusammenhang mit einem früheren Dienstverhältnis steht, als Einkünfte aus nichtselbständiger Arbeit (§ 25 Abs. 2 EStG 1988).",§ 25 Abs. 1 Z 2 lit. a und § 25 Abs. 2 EStG 1988
EMP-032,Beide Einkünfte – der laufende Lohn und die gesetzliche Pension – zählen als Einkünfte aus nichtselbständiger Arbeit und sind steuerpflichtig.,§ 25 Abs. 1 Z 1 lit. a und § 25 Abs. 1 Z 3 lit. a EStG 1988
EMP-033,"Ja, wenn diese Leistung auf dem ehemaligen Dienstverhältnis des Verstorbenen beruht. Solche Hinterbliebenenleistungen gelten als Einkünfte aus nichtselbständiger Arbeit.",§ 25 Abs. 1 Z 3 lit. b EStG 1988
EMP-034,"Ja. Wer unter der 25 %-Grenze des § 22 Z 2 EStG beteiligt ist, erzielt Einkünfte aus nichtselbständiger Arbeit, selbst wenn keine Weisungsgebundenheit besteht.",§ 25 Abs. 1 Z 1 lit. b EStG 1988 i.V.m. § 22 Z 2 EStG 1988
EMP-035,Ja. Leistungen aus dem Insolvenz‑Entgelt‑Fonds gelten ausdrücklich als Einkünfte aus nichtselbständiger Arbeit.,§ 25 Abs. 1 Z 2 lit. e EStG 1988
EMP-036,"Ja. Solche Zahlungen einer betrieblichen Privatstiftung, die in Zusammenhang mit früheren Dienstverhältnissen stehen, gelten als Einkünfte aus nichtselbständiger Arbeit.",§ 25 Abs. 1 Z 2 lit. c EStG 1988
EMP-037,"Nein. Nur Leistungen, die aufgrund eines bestehenden oder früheren Dienstverhältnisses gewährt werden, sind Einkünfte aus nichtselbständiger Arbeit; alle anderen fallen unter § 32 Z 1 EStG 1988.",§ 25 Abs. 1 Z 1 lit. c–e i.V.m. § 32 Z 1 EStG 1988
EMP-038,"Ja. Beide zählen zu den Einkünften aus nichtselbständiger Arbeit, solange sie auf dienstbezogenen Ansprüchen beruhen.",§ 25 Abs. 1 Z 3 lit. a und b EStG 1988
EMP-039,"Sie bleibt Einkünfte aus nichtselbständiger Arbeit, da § 25 Abs. 2 ausdrücklich festlegt, dass es unerheblich ist, ob die Zahlung an den Arbeitnehmer selbst oder an dessen Rechtsnachfolger erfolgt.",§ 25 Abs. 2 EStG 1988
EMP-040,Der Anteil aus ihren eigenen Beiträgen wird mit 25 % versteuert; der vom Arbeitgeber finanzierte Anteil ist voll steuerpflichtig.,§ 25 Abs. 1 Z 2 lit. a EStG 1988
EMP-041,"Nein. Der Sachbezug für die Dienstwohnung wird nach den pauschalen Quadratmeterwerten der Sachbezugswerteverordnung berechnet (§ 2 Sachbezugswerteverordnung), nicht nach dem Anschaffungswert oder dem Richtwertgesetz",§ 2 Sachbezugswerteverordnung SachbezugsVO
EMP-042,"Ja. Seit 2022 gilt die Steuerfreiheit für Essensgutscheine gemäß § 3 Abs. 1 Z 17 EStG auch im Homeoffice, sofern die Gutscheine ausschließlich für Mahlzeiten eingelöst werden können. Da der Gutschein 5 € beträgt und damit unter der Freigrenze von 8 € pro Arbeitstag liegt, ist er vollständig steuerfrei.",§ 3 Abs. 1 Z 17 EStG
EMP-043,Falsch. Gemäß § 4 Abs. 1 SachbezugsVO i.V.m. § 26 EStG beträgt der Sachbezugswert Null. Ein steuerpflichtiger Vorteil ist nicht anzusetzen.,"§ 26 EStG
§ 4 Abs. 1 SachbezugsVO"
EMP-044,"Wenn das Fahrzeug nur für berufliche Zwecke genutzt wird, dann sind die 50€ kein Sachbezug gemäß § 26 Z 2 EStG. Da der Arbeitnehmer diesen Betrag für den Arbeitnehmer ausgibt (Nachweisbarkeit - Tankbeleg). Da das Jahreseinkommen unter der Freigrenze von 11.000 € liegt, fällt gemäß § 33 Abs. 1 EStG keine Einkommensteuer an.","§ 26 Z 2 EStG
§ 33 Abs. 1 EStG"
EMP-045,"Falsch. Die Steuerfreiheit des Klimatickets gemäß § 26 Z 5 lit. b EStG gilt nur dann, wenn es zusätzlich zum ohnehin geschuldeten Arbeitslohn gewährt wird. Wird das Klimaticket anstelle einer üblichen Lohnerhöhung geleistet, in Form einer Gehaltsumwandlung so liegt steuerpflichtiger Arbeitslohn gemäß § 25 Abs. 1 Z 1 EStG vor.","§ 26 Z 5 lit. b EStG
§ 25 Abs. 1 Z 1 EStG"
EMP-046,"Falsch. Übernimmt der Arbeitgeber die Kosten eines Öffi-Tickets, wird das Pendlerpauschale gemäß § 16 Abs. 1 Z 6 lit. i EStG um den Wert des Tickets gekürzt. Es beträgt daher nur noch 2.016 € – 1.095 € = 921 € pro Jahr. Der Pendlereuro sowie der Verkehrsabsetzbetrag bleiben unberührt.",§ 16 Abs. 1 Z 6 lit. i EStG
EMP-047,"Ja, das ist korrekt. Gemäß LStR Rz 175 i.V.m. § 4 SachbezugsVO ist kein Sachbezug anzusetzen, wenn es sich um ein Spezialfahrzeug handelt, das aufgrund seiner Ausstattung eine private Nutzung praktisch ausschließt. Voraussetzung sind fest verbaute Einbauten wie Werkstatt oder Regale. Leicht entfernbare Einbauten würden nicht ausreichen.","§ 4 SachbezugsVO
LStR Rz 175"
EMP-048,"Gemäß § 4c Abs. 1 Z 3 SachbezugsVO ist nur der 2.000 € übersteigende Wert als steuerpflichtiger Sachbezug anzusetzen. Der steuerpflichtige Sachbezug beträgt dann 500 €. Unabhängig davon, dass die Nutzung auf das Firmenfahrzeug beschränkt ist.",§ 4c Abs. 1 Z 3 SachbezugsVO
EMP-049,Ohne nachweisliche Zuordnung der Lademenge zum Firmenfahrzeug gemäß § 4c Abs. 1 Z 2 SachbezugsVO kann nur ein pauschaler Kostenersatz von maximal 30 € pro Monat steuerfrei gewährt werden. Der übersteigende Betrag von 20 € ist als steuerpflichtiger Arbeitslohn gemäß § 25 Abs. 1 Z 1 EStG anzusetzen.,"§ 4c Abs. 1 Z 2 SachbezugsVO
§ 8 Abs. 9 Z 2 SachbezugsVO
§ 25 Abs. 1 Z 1 EStG"
EMP-050,"Wenn dem Mitarbeiter ein arbeitgebereigenes Kraftfahrzeug für Fahrten zwischen Wohnung und Arbeitsplatz zur Verfügung gestellt wird, dann bekommt er laut § 16 Abs. 1 Z 6 lit. b EStG keine Pendlerpauschale. Dabei ist es egal ob er es tatsächlich jeden Tag nutzt oder nicht.",§ 16 Abs. 1 Z 6 lit. b EStG
EMP-051,"Gemäß § 16 Abs. 1 Z 6 lit. e EStG steht dem Mitarbeiter, da er 8–10 Pendeltage hat, zwei Drittel der jeweiligen Pendlerpauschale zu.",§ 16 Abs. 1 Z 6 lit. e EStG
EMP-052,"Laut § 16 Abs. 1 Z 6 lit. c EStG steht ihr, da die Entfernung über 20 km beträgt und die Nutzung öffentlicher Verkehrsmittel zumutbar ist, nur die halbe Pendlerpauschale zu. Die volle Pendlerpauschale würde nur zustehen, wenn wie in § 16 Abs. 1 Z 6 lit. d EStG beschrieben, der Großteil der Strecke mit den öffentlichen Verkehrsmittel nicht zumutbar ist.","§ 16 Abs. 1 Z 6 lit. c EStG
§ 16 Abs. 1 Z 6 lit. d EStG"
EMP-053,"Yoga fällt gemäß § 3 Abs. 1 Z 13 EStG i.V.m. LStR Rz 77a grundsätzlich unter das Handlungsfeld Bewegung. Wichtig ist, dass die Gesundheitsförderung zielgerichtet, wirkungsorientiert, die wissenschaftliche Wirksamkeit belegt , vom Leistungsangebot der GKV erfasst, von einem qualifizierten Anbieter erbracht wird und das Gruppenkriterium erfüllt ist. Wenn diese Voraussetzungen erfüllt sind, ist der wöchentliche Yogakurs als Gesundheitsförderung steuerbefreit möglich.","§ 3 Abs. 1 Z 13 EStG
LStR Rz 77a"
EMP-054,"Laut § 4b SachbezugsVO ist die private Nutzung des E-Bikes, da auch der Sachbezug des E-Bikes Null ist ebenso mit Null anzusetzen. Somit auch steuerlich nicht weiter relevant.",§ 4b SachbezugsVO
EMP-055,"Nein, es ist kein Sachbezug, da es laut § 4b SachbezugsVO i.V.m. § 26 EStG nicht steuerbar ist. Der Sachbezugswert des E-Bikes beträgt Null, damit sind alle geldwerten Vorteile, die mit der Nutzung davon üblicherweise verbunden sind, nicht steuerbar.","§ 4b SachbezugsVO
§ 26 EStG"
EMP-056,"Nein, eine Fitnessstudio-Mitgliedschaft ist explizit nicht begünstigt. Zwar zählt Bewegung zu den Handlungsfeldern der steuerfreien Gesundheitsförderung (LStR Rz 77a), eine allgemeine Mitgliedschaft erfüllt jedoch diese Voraussetzungen nicht und stellt daher einen steuerpflichtigen Sachbezug gemäß § 25 EStG dar.","§ 25 EStG
LStR Rz 77a"
EMP-057,Gemäß § 26 Z 9 lit. a EStG ist das Homeoffice-Pauschale auf höchstens 100 Tage im Kalenderjahr begrenzt. Steuerfrei sind daher maximal 100 × 3 Euro = 300 Euro. Die verbleibenden 20 Tage (60 Euro) sind steuerpflichtig.,§ 26 Z 9 lit. a EStG
EMP-058,"Nein. Die Erstattung ist steuerfrei, da gemäß § 4c Abs. 1 Z 2 lit. a SachbezugsVO kein Sachbezug anzusetzen ist, wenn die Kosten für das Laden an der öffentlichen Ladestation mit dem Beleg nachgewiesen werden. Der Kostenersatz ist daher vollständig steuerfrei.",§ 4c Abs. 1 Z 2 lit. a SachbezugsVO
EMP-059,"Der Sachbezugswert von Null gemäß § 4 Abs. 1 SachbezugsVO gilt ausschließlich im Rahmen eines Dienstverhältnisses zwischen Arbeitgeber und Arbeitnehmer gemäß § 25/26 EStG. Für Einzelunternehmer gibt es keinen Sachbezug, der Privatanteil von 40% muss von den Gesamtkosten gemäß § 4 EStG ausgeschieden werden.","§ 4 Abs. 1 SachbezugsVO
§ 25/26 EStG
§ 4 EStG"
EMP-060,Nein. Das kostenlose Aufladen eines privatem E-Autos beim Arbeitgeber ist gemäß § 4c SachbezugsVO ausdrücklich mit einem Sachbezugswert von Null anzusetzen und daher steuerfrei.,§ 4c SachbezugsVO
EStG-23-001,"Es liegt ein Gewerbebetrieb vor. Eine Tätigkeit ist gewerblich, wenn sie selbstständig, nachhaltig, mit Gewinnabsicht und unter Beteiligung am allgemeinen wirtschaftlichen Verkehr erfolgt. Da der Sammler regelmäßig (nachhaltig) an verschiedene Personen (wirtschaftlicher Verkehr) verkauft, um seinen Lebensunterhalt zu finanzieren (Gewinnabsicht), überschreitet dies den Rahmen der bloßen privaten Vermögensverwaltung.",§ 23 EStG 1988
EStG-23-002,"Ja, der Verkauf von Hardware stellt eine gewerbliche Tätigkeit dar. Da dieser Teil der Tätigkeit die Merkmale der Selbstständigkeit, Nachhaltigkeit, Gewinnabsicht und der Beteiligung am allgemeinen wirtschaftlichen Verkehr erfüllt und nicht unter die privilegierten freien Berufe fällt, sind diese Einkünfte gemäß § 23 EStG als Einkünfte aus Gewerbebetrieb zu qualifizieren.",§ 23 EStG 1988
EStG-23-003,"Nein, es handelt sich nicht um Einkünfte aus Gewerbebetrieb, sondern um steuerlich unbeachtliche Liebhaberei. Für einen Gewerbebetrieb nach § 23 EStG ist unter anderem eine Gewinnerzielungsabsicht erforderlich. Da hier objektiv kein Gesamterfolg (Totalgewinn) zu erwarten ist und die Tätigkeit aus persönlichen Neigungen fortgeführt wird, fehlt dieses konstitutive Merkmal.",§ 23 EStG 1988
EStG-23-004,"Nein, es liegt kein Gewerbebetrieb vor. Ein wesentliches Merkmal des Gewerbebetriebs gemäß § 23 EStG ist die Beteiligung am allgemeinen wirtschaftlichen Verkehr. Das bedeutet, die Leistung muss einem unbestimmten Personenkreis angeboten werden. Da der Handwerker seine Tätigkeit auf den engen Familienkreis beschränkt und Angebote an die Öffentlichkeit (Nachbarn) ablehnt, fehlt dieses Merkmal.",§ 23 EStG 1988
EStG-23-005,"Nein, dies ist nicht korrekt. Ein Gewerbebetrieb nach § 23 EStG setzt Selbstständigkeit voraus. Da der Grafiker weisungsgebunden ist, in die Organisation der Agentur eingegliedert ist und kein nennenswertes Unternehmerrisiko trägt (Nutzung fremder Betriebsmittel, fixes Honorar), liegt keine Selbstständigkeit vor. Es handelt sich um Einkünfte aus nichtselbstständiger Arbeit.",§ 23 EStG 1988
EStG-23-006,"Es liegt ein Gewerbebetrieb vor. Durch die aktive Gestaltung (Parzellierung, Erschließung) und den planmäßigen Abverkauf zahlreicher Parzellen in kurzem Zeitabstand tritt der Steuerpflichtige wie ein Händler auf. Dies überschreitet den Rahmen einer bloßen Umschichtung von geerbtem Privatvermögen und erfüllt die Merkmale der Nachhaltigkeit, Gewinnabsicht und Beteiligung am wirtschaftlichen Verkehr gemäß § 23 EStG.",§ 23 EStG 1988
EStG-23-007,"Die Einkünfte aus dem Verkauf der zugekauften Waren sind als Einkünfte aus Gewerbebetrieb gemäß § 23 EStG einzustufen. Während die Urproduktion (eigener Wein) zur Land- und Forstwirtschaft zählt, überschreitet ein Zukauf fremder Erzeugnisse in diesem Ausmaß den Rahmen eines landwirtschaftlichen Nebenbetriebs. Da die Tätigkeit selbstständig, nachhaltig, mit Gewinnabsicht und unter Beteiligung am allgemeinen wirtschaftlichen Verkehr erfolgt, liegt ein Gewerbebetrieb vor.",§ 23 EStG 1988
EStG-23-008,"Ja, es handelt sich um Einkünfte aus Gewerbebetrieb gemäß § 23 EStG. Die Tätigkeit wird selbstständig, nachhaltig (tägliche Posts), mit Gewinnerzielungsabsicht und unter Beteiligung am allgemeinen wirtschaftlichen Verkehr (Auftreten als Werbepartnerin am Markt) ausgeübt. Da die Tätigkeit nicht unter die privilegierten freien Berufe des § 22 EStG fällt, ist sie als gewerblich einzustufen.",§ 23 EStG 1988
EStG-23-009,"Ja, das Schürfen von Kryptowährungen (Mining) ist als Gewerbebetrieb gemäß § 23 EStG einzustufen. Die Tätigkeit wird selbstständig, nachhaltig, mit Gewinnerzielungsabsicht und unter Beteiligung am allgemeinen wirtschaftlichen Verkehr ausgeübt. Im Gegensatz zum bloßen Halten von Kryptowährungen (private Vermögensverwaltung) steht beim Mining die werbende, produktive Tätigkeit im Vordergrund.",§ 23 EStG 1988
EStG-23-010,"Es liegt ein Gewerbebetrieb gemäß § 23 EStG vor. Zwar ist die bloße Verwaltung von eigenem Kapital meist privat, doch überschreitet das Ausmaß (Häufigkeit der Trades), die professionelle Organisation (Büro, Software) und das Eingehen von Fremdfinanzierungsrisiken den Rahmen der privaten Vermögensverwaltung. Die Tätigkeit ist selbstständig, nachhaltig, mit Gewinnabsicht und unter Beteiligung am wirtschaftlichen Verkehr (Teilnahme am Marktgeschehen) ausgeübt.",§ 23 EStG 1988
EStG-23-011,"Nein, die Verluste sind steuerlich nicht berücksichtigungsfähig. Ein Gewerbebetrieb nach § 23 EStG setzt eine Gewinnerzielungsabsicht voraus. Da hier über einen langen Zeitraum nur Verluste erzielt wurden und keine Aussicht auf einen Gesamterfolg besteht (Totalgewinnprognose), ist die Tätigkeit als Liebhaberei einzustufen. Liebhaberei ist steuerlich unbeachtlich, weshalb weder Gewinne versteuert noch Verluste gegengerechnet werden können.",§ 23 EStG 1988
EStG-23-012,"Ja, es handelt sich um Einkünfte aus Gewerbebetrieb gemäß § 23 EStG. Die Tätigkeit ist selbstständig und wird mit Gewinnerzielungsabsicht ausgeübt. Durch die Regelmäßigkeit (fünf Vermittlungen) ist das Merkmal der Nachhaltigkeit erfüllt. Zudem beteiligt er sich am wirtschaftlichen Verkehr, da er seine Vermittlungsleistung am Markt (gegenüber Immobilienbüros) anbietet. Es liegt keine bloße private Gefälligkeit mehr vor.",§ 23 EStG 1988
EStG-23-013,"Es liegt ein Gewerbebetrieb gemäß § 23 EStG vor. Die Tätigkeit ist selbstständig, nachhaltig (15 Transaktionen pro Jahr) und mit Gewinnerzielungsabsicht ausgestaltet. Da der Steuerpflichtige wie ein Händler am Markt auftritt (systematischer An- und Verkauf zur Gewinnerzielung) und sich am allgemeinen wirtschaftlichen Verkehr beteiligt, überschreitet dies die bloße private Vermögensverwaltung oder ein gelegentliches privates Veräußerungsgeschäft.",§ 23 EStG 1988
EStG-23-014,"Ja, die Einkünfte aus dem Verlagsgeschäft sind als Einkünfte aus Gewerbebetrieb gemäß § 23 EStG einzustufen. Während die eigene journalistische Tätigkeit unter die selbstständige Arbeit (§ 22 EStG) fällt, stellt der Betrieb eines Verlages mit Einkauf fremder Leistungen und dem Handel mit physischen Produkten eine gewerbliche Tätigkeit dar. Sie ist selbstständig, nachhaltig, mit Gewinnabsicht und unter Beteiligung am allgemeinen wirtschaftlichen Verkehr ausgestaltet.",§ 23 EStG 1988
EStG-23-015,"Es liegt ein Gewerbebetrieb gemäß § 23 EStG vor. Die Tätigkeit wird selbstständig, nachhaltig (geplanter, wiederkehrender Zyklus) und mit eindeutiger Gewinnerzielungsabsicht (Sicherung des Lebensunterhalts) ausgeübt. Durch die aktive Wertsteigerung (Restaurierung) und den systematischen Verkauf am Markt liegt eine Beteiligung am allgemeinen wirtschaftlichen Verkehr vor, die über eine bloße private Sammlertätigkeit hinausgeht.",§ 23 EStG 1988
EStG-23-016,"Nein, es liegt kein Gewerbebetrieb vor. Ein wesentliches Merkmal des Gewerbebetriebs gemäß § 23 EStG ist die Absicht, einen Gesamtgewinn zu erzielen. Da die Tätigkeit objektiv nicht geeignet ist, einen Überschuss zu erwirtschaften, und sie aus persönlichen Neigungen (Hobby) betrieben wird, ist sie als steuerlich unbeachtliche Liebhaberei einzustufen.",§ 23 EStG 1988
EStG-23-017,"Ja, es liegt ein Gewerbebetrieb gemäß § 23 EStG vor. Die Tätigkeit ist selbstständig, mit Gewinnerzielungsabsicht (Studienfinanzierung) und durch die hohe Anzahl der Transaktionen (40 pro Jahr) eindeutig nachhaltig. Da der Student systematisch die Marktsituation ausnutzt und seine Ware einem unbestimmten Personenkreis auf Marktplätzen anbietet, beteiligt er sich am allgemeinen wirtschaftlichen Verkehr. Dies übersteigt eine bloße private Sammlertätigkeit.",§ 23 EStG 1988
EStG-23-018,"Ja, es liegt ein Gewerbebetrieb gemäß § 23 EStG vor. Die Tätigkeit wird selbstständig, nachhaltig (monatlicher Rhythmus) und mit einer klaren Gewinnerzielungsabsicht ausgeübt. Da die Expertin die Taschen systematisch als Handelsware nutzt und am allgemeinen wirtschaftlichen Verkehr (Verkauf über Auktionshäuser) teilnimmt, überschreitet dies die bloße private Vermögensverwaltung. Die planmäßige Ausnutzung von Marktschwankungen zur Gewinnerzielung steht hier im Vordergrund.",§ 23 EStG 1988
EStG-23-019,"Es liegt ein Gewerbebetrieb gemäß § 23 EStG vor. Die Tätigkeit ist selbstständig, durch die wiederholten Transaktionen (20 pro Jahr) nachhaltig und von einer klaren Gewinnerzielungsabsicht geprägt. Da der Steuerpflichtige planmäßig Marktschwankungen ausnutzt und seine Waren einem unbestimmten Personenkreis auf Handelsplattformen anbietet, beteiligt er sich am allgemeinen wirtschaftlichen Verkehr. Dies überschreitet den Rahmen einer bloßen privaten Sammlertätigkeit.",§ 23 EStG 1988
EStG-23-020,"Es liegt ein Gewerbebetrieb gemäß § 23 EStG vor. Die Tätigkeit ist selbstständig, durch die Regelmäßigkeit (25 Verkäufe pro Jahr) nachhaltig und von einer klaren Gewinnerzielungsabsicht geprägt. Da der Sammler planmäßig Marktsituationen (Verknappung nach Produktionsstopp) ausnutzt und seine Waren einem unbestimmten Personenkreis auf Handelsplattformen anbietet, beteiligt er sich am allgemeinen wirtschaftlichen Verkehr. Dies überschreitet den Rahmen einer bloßen privaten Sammlertätigkeit.",§ 23 EStG 1988
EStG-23-021,"Nein. § 23 Z 2 nennt ausdrücklich Vergütungen für die Hingabe von Darlehen durch Gesellschafter an die Mitunternehmerschaft, unabhängig von der Zahlungsform, sind das Einkünfte aus Gewerbebetrieb.",§ 23 EStG 1988
EStG-23-022,"Nein. § 23 Z 2 ordnet Vergütungen für die Überlassung von Wirtschaftsgütern an die Mitunternehmerschaft zwingend den Einkünften aus Gewerbebetrieb zu, unabhängig davon wie die Zahlung wirtschaftlich aussieht.",§ 23 EStG 1988
EStG-23-023,"Nein. § 23 Z 2 ordnet Vergütungen für die Tätigkeit im Dienste der Gesellschaft den Einkünften aus Gewerbebetrieb zu, ein steuerliches Dienstverhältnis zwischen Mitunternehmer und eigener Gesellschaft ist ausgeschlossen.",§ 23 EStG 1988
EStG-23-024,"Ja. § 23 Z 3 ordnet Veräußerungsgewinne im Sinne des § 24 ausdrücklich den Einkünften aus Gewerbebetrieb zu, das Ende der Tätigkeit ändert daran nichts.",§ 23 EStG 1988
EStG-23-025,"Nein. § 23 Z 1 verlangt zusätzlich das Überschreiten der reinen Vermögensverwaltung, bloße Dauervermietung erfüllt dieses Tatbestandsmerkmal nicht, die anderen drei Merkmale allein reichen nicht aus.",§ 23 EStG 1988
EStG-23-026,"Nein. § 23 Z 2 erfasst Gewinnanteile aller Gesellschafter, die als Mitunternehmer anzusehen sind, Kommanditisten zählen dazu, fehlende operative Tätigkeit ändert die Einkunftsart nicht.",§ 23 EStG 1988
EStG-23-027,"Nein. § 23 Z 1 setzt Nachhaltigkeit voraus, ein einmaliger Vorgang ohne Wiederholungsabsicht erfüllt dieses Tatbestandsmerkmal nicht, der Vorgang ist steuerlich nicht erfassbar.",§ 23 EStG 1988
EStG-23-028,"Nein. § 23 Z 2 erfasst ausdrücklich Vergütungen für die Überlassung von Wirtschaftsgütern durch Gesellschafter an die Mitunternehmerschaft, das sind Einkünfte aus Gewerbebetrieb.",§ 23 EStG 1988
EStG-23-029,"Nein. § 23 Z 1 schließt ausdrücklich Land- und Forstwirtschaft sowie selbständige Arbeit aus, nur wenn die Tätigkeit unter keine dieser Einkunftsarten fällt greift § 23.",§ 23 EStG 1988
