question,answer,focus_area,legal_basis,source
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 47.250 Euro mit einem Zufluss teilweise vor und teilweise nach dem Jahreswechsel, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 47.250 Euro ueber zwei Veranlagungsjahre hinweg, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 47.250 Euro ueber zwei Veranlagungsjahre hinweg, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 63.800 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 63.800 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 63.800 Euro innerhalb eines Kalenderjahres, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 63.800 Euro innerhalb eines Kalenderjahres, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 63.800 Euro mit einem Zufluss teilweise vor und teilweise nach dem Jahreswechsel, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 63.800 Euro mit einem Zufluss teilweise vor und teilweise nach dem Jahreswechsel, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 63.800 Euro ueber zwei Veranlagungsjahre hinweg, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 63.800 Euro ueber zwei Veranlagungsjahre hinweg, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 95.000 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 95.000 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 95.000 Euro innerhalb eines Kalenderjahres, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 95.000 Euro innerhalb eines Kalenderjahres, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 95.000 Euro mit einem Zufluss teilweise vor und teilweise nach dem Jahreswechsel, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 95.000 Euro mit einem Zufluss teilweise vor und teilweise nach dem Jahreswechsel, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 95.000 Euro ueber zwei Veranlagungsjahre hinweg, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte erzielt oder erhaelt im Zusammenhang mit Kaufvertraege ueber inlaendische Grundstuecke einen Betrag von 95.000 Euro ueber zwei Veranlagungsjahre hinweg, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Welche steuerliche Grundpruefung ist nach GrEStG vorzunehmen?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte kombiniert bei Kaufvertraege ueber inlaendische Grundstuecke mehrere Vertragsbestandteile und Zahlungsstroeme im Gesamtumfang von 18.400 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen, wobei ein Teil der Zahlungen noch im selben Jahr und ein anderer Teil erst im Folgejahr zufliesst. Worauf kommt es nach GrEStG fuer die steuerliche Einordnung zuerst an?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte kombiniert bei Kaufvertraege ueber inlaendische Grundstuecke mehrere Vertragsbestandteile und Zahlungsstroeme im Gesamtumfang von 18.400 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Worauf kommt es nach GrEStG fuer die steuerliche Einordnung zuerst an?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte kombiniert bei Kaufvertraege ueber inlaendische Grundstuecke mehrere Vertragsbestandteile und Zahlungsstroeme im Gesamtumfang von 18.400 Euro in einer Konstellation mit laufenden und einmaligen Zahlungen, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Worauf kommt es nach GrEStG fuer die steuerliche Einordnung zuerst an?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte kombiniert bei Kaufvertraege ueber inlaendische Grundstuecke mehrere Vertragsbestandteile und Zahlungsstroeme im Gesamtumfang von 18.400 Euro innerhalb eines Kalenderjahres, wobei ein Teil der Zahlungen noch im selben Jahr und ein anderer Teil erst im Folgejahr zufliesst. Worauf kommt es nach GrEStG fuer die steuerliche Einordnung zuerst an?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte kombiniert bei Kaufvertraege ueber inlaendische Grundstuecke mehrere Vertragsbestandteile und Zahlungsstroeme im Gesamtumfang von 18.400 Euro innerhalb eines Kalenderjahres, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Worauf kommt es nach GrEStG fuer die steuerliche Einordnung zuerst an?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte kombiniert bei Kaufvertraege ueber inlaendische Grundstuecke mehrere Vertragsbestandteile und Zahlungsstroeme im Gesamtumfang von 18.400 Euro innerhalb eines Kalenderjahres, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Worauf kommt es nach GrEStG fuer die steuerliche Einordnung zuerst an?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte kombiniert bei Kaufvertraege ueber inlaendische Grundstuecke mehrere Vertragsbestandteile und Zahlungsstroeme im Gesamtumfang von 18.400 Euro mit einem Zufluss teilweise vor und teilweise nach dem Jahreswechsel, wobei ein Teil der Zahlungen noch im selben Jahr und ein anderer Teil erst im Folgejahr zufliesst. Worauf kommt es nach GrEStG fuer die steuerliche Einordnung zuerst an?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte kombiniert bei Kaufvertraege ueber inlaendische Grundstuecke mehrere Vertragsbestandteile und Zahlungsstroeme im Gesamtumfang von 18.400 Euro mit einem Zufluss teilweise vor und teilweise nach dem Jahreswechsel, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Worauf kommt es nach GrEStG fuer die steuerliche Einordnung zuerst an?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte kombiniert bei Kaufvertraege ueber inlaendische Grundstuecke mehrere Vertragsbestandteile und Zahlungsstroeme im Gesamtumfang von 18.400 Euro mit einem Zufluss teilweise vor und teilweise nach dem Jahreswechsel, wobei neben dem Hauptvorgang auch Nebenkosten, Vertragsnebenabreden und zeitversetzte Zahlungen eine Rolle spielen. Worauf kommt es nach GrEStG fuer die steuerliche Einordnung zuerst an?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte kombiniert bei Kaufvertraege ueber inlaendische Grundstuecke mehrere Vertragsbestandteile und Zahlungsstroeme im Gesamtumfang von 18.400 Euro ueber zwei Veranlagungsjahre hinweg, wobei ein Teil der Zahlungen noch im selben Jahr und ein anderer Teil erst im Folgejahr zufliesst. Worauf kommt es nach GrEStG fuer die steuerliche Einordnung zuerst an?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
"eine in Wien ansaessige Angestellte kombiniert bei Kaufvertraege ueber inlaendische Grundstuecke mehrere Vertragsbestandteile und Zahlungsstroeme im Gesamtumfang von 18.400 Euro ueber zwei Veranlagungsjahre hinweg, wobei einzelne Leistungen formal getrennt abgerechnet werden, wirtschaftlich aber eng zusammenhaengen. Worauf kommt es nach GrEStG fuer die steuerliche Einordnung zuerst an?","Grundsaetzlich gilt: zunaechst zu pruefen ist ob ein Erwerbsvorgang in Bezug auf ein inlaendisches Grundstueck verwirklicht wurde. Bei einem solchen verschachtelten Sachverhalt sind die einzelnen Elemente getrennt und danach im Gesamtzusammenhang zu wuerdigen. Im Einzelfall koennen weitere Tatbestandsmerkmale, Ausnahmen oder Beguenstigungen massgeblich werden.",Real Estate/Property,GrEStG,https://www.ris.bka.gv.at/NormDokument.wxe?Abfrage=Bundesnormen&Gesetzesnummer=10004531&Paragraf=1
