model,id,n_citations,n_grounded,n_hallucinated,n_out_of_scope
Model3_RAG_Gemma2B,CORP-TAX-047,0,0,0,0
Model3_RAG_Gemma2B,CORP-TAX-048,3,3,0,0
Model3_RAG_Gemma2B,CORP-TAX-049,3,3,0,0
Model3_RAG_Gemma2B,CORP-TAX-050,0,0,0,0
Model3_RAG_Gemma2B,CORP-TAX-051,3,3,0,0
Model3_RAG_Gemma2B,CORP-TAX-052,3,3,0,0
Model3_RAG_Gemma2B,CORP-TAX-053,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-054,2,2,0,0
Model3_RAG_Gemma2B,CORP-TAX-055,0,0,0,0
Model3_RAG_Gemma2B,CORP-TAX-056,4,4,0,0
Model3_RAG_Gemma2B,CORP-TAX-057,1,1,0,0
Model3_RAG_Gemma2B,CORP-TAX-058,3,3,0,0
Model3_RAG_Gemma2B,CORP-TAX-059,2,2,0,0
Model3_RAG_Gemma2B,CORP-TAX-060,4,4,0,0
Model3_RAG_Gemma2B,TAX-INTL-001,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-002,1,1,0,0
Model3_RAG_Gemma2B,TAX-INTL-003,3,3,0,0
Model3_RAG_Gemma2B,TAX-INTL-004,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-005,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-006,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-007,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-008,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-009,3,3,0,0
Model3_RAG_Gemma2B,TAX-INTL-010,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-011,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-012,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-013,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-014,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-015,4,4,0,0
Model3_RAG_Gemma2B,TAX-INTL-016,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-017,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-018,4,4,0,0
Model3_RAG_Gemma2B,TAX-INTL-019,3,3,0,0
Model3_RAG_Gemma2B,TAX-INTL-020,1,1,0,0
Model3_RAG_Gemma2B,TAX-INTL-021,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-022,4,4,0,0
Model3_RAG_Gemma2B,TAX-INTL-023,3,3,0,0
Model3_RAG_Gemma2B,TAX-INTL-024,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-025,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-026,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-027,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-028,1,1,0,0
Model3_RAG_Gemma2B,TAX-INTL-029,4,4,0,0
Model3_RAG_Gemma2B,TAX-INTL-030,3,3,0,0
Model3_RAG_Gemma2B,TAX-INTL-031,1,1,0,0
Model3_RAG_Gemma2B,TAX-INTL-032,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-033,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-034,3,3,0,0
Model3_RAG_Gemma2B,TAX-INTL-035,3,3,0,0
Model3_RAG_Gemma2B,TAX-INTL-036,3,3,0,0
Model3_RAG_Gemma2B,TAX-INTL-037,3,3,0,0
Model3_RAG_Gemma2B,TAX-INTL-038,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-039,1,1,0,0
Model3_RAG_Gemma2B,TAX-INTL-040,5,5,0,0
Model3_RAG_Gemma2B,TAX-INTL-041,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-042,1,1,0,0
Model3_RAG_Gemma2B,TAX-INTL-043,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-044,1,0,0,1
Model3_RAG_Gemma2B,TAX-INTL-045,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-046,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-047,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-048,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-049,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-050,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-051,3,3,0,0
Model3_RAG_Gemma2B,TAX-INTL-052,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-053,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-054,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-055,4,4,0,0
Model3_RAG_Gemma2B,TAX-INTL-056,1,1,0,0
Model3_RAG_Gemma2B,TAX-INTL-057,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-058,3,3,0,0
Model3_RAG_Gemma2B,TAX-INTL-059,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-060,3,3,0,0
Model3_RAG_Gemma2B,TAX-INTL-061,1,1,0,0
Model3_RAG_Gemma2B,TAX-INTL-062,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-063,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-064,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-065,4,4,0,0
Model3_RAG_Gemma2B,TAX-INTL-066,1,1,0,0
Model3_RAG_Gemma2B,TAX-INTL-067,1,1,0,0
Model3_RAG_Gemma2B,TAX-INTL-068,5,5,0,0
Model3_RAG_Gemma2B,TAX-INTL-069,3,3,0,0
Model3_RAG_Gemma2B,TAX-INTL-070,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-071,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-072,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-073,3,3,0,0
Model3_RAG_Gemma2B,TAX-INTL-074,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-075,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-076,4,4,0,0
Model3_RAG_Gemma2B,TAX-INTL-077,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-078,2,2,0,0
Model3_RAG_Gemma2B,TAX-INTL-079,0,0,0,0
Model3_RAG_Gemma2B,TAX-INTL-080,1,1,0,0
Model3_RAG_Gemma2B,ESTG-NEW-001,0,0,0,0
Model3_RAG_Gemma2B,ESTG-NEW-002,4,4,0,0
Model3_RAG_Gemma2B,ESTG-NEW-003,0,0,0,0
Model3_RAG_Gemma2B,ESTG-NEW-004,0,0,0,0
Model3_RAG_Gemma2B,ESTG-NEW-005,0,0,0,0
Model3_RAG_Gemma2B,ESTG-NEW-006,0,0,0,0
Model3_RAG_Gemma2B,ESTG-NEW-007,1,1,0,0
Model3_RAG_Gemma2B,ESTG-NEW-008,2,2,0,0
Model3_RAG_Gemma2B,ESTG-NEW-009,0,0,0,0
Model3_RAG_Gemma2B,ESTG-NEW-010,0,0,0,0
Model3_RAG_Gemma2B,ESTG-NEW-011,1,1,0,0
Model3_RAG_Gemma2B,ESTG-NEW-012,1,1,0,0
Model3_RAG_Gemma2B,ESTG-NEW-013,0,0,0,0
Model3_RAG_Gemma2B,ESTG-NEW-014,0,0,0,0
Model3_RAG_Gemma2B,ESTG-NEW-015,1,1,0,0
Model3_RAG_Gemma2B,ESTG-NEW-016,1,1,0,0
Model3_RAG_Gemma2B,ESTG-NEW-017,2,2,0,0
Model3_RAG_Gemma2B,ESTG-NEW-018,4,4,0,0
Model3_RAG_Gemma2B,ESTG-NEW-019,0,0,0,0
Model3_RAG_Gemma2B,ESTG-NEW-020,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-001,1,1,0,0
Model3_RAG_Gemma2B,VAT-DOM-002,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-003,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-004,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-005,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-006,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-007,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-008,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-009,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-010,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-011,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-012,1,1,0,0
Model3_RAG_Gemma2B,VAT-DOM-013,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-014,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-015,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-016,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-017,4,4,0,0
Model3_RAG_Gemma2B,VAT-DOM-018,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-019,4,4,0,0
Model3_RAG_Gemma2B,VAT-DOM-020,5,5,0,0
Model3_RAG_Gemma2B,VAT-DOM-021,1,1,0,0
Model3_RAG_Gemma2B,VAT-DOM-022,3,3,0,0
Model3_RAG_Gemma2B,VAT-DOM-023,4,4,0,0
Model3_RAG_Gemma2B,VAT-DOM-024,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-025,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-026,3,3,0,0
Model3_RAG_Gemma2B,VAT-DOM-027,3,3,0,0
Model3_RAG_Gemma2B,VAT-DOM-028,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-029,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-030,3,3,0,0
Model3_RAG_Gemma2B,VAT-DOM-031,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-032,5,5,0,0
Model3_RAG_Gemma2B,VAT-DOM-033,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-034,1,1,0,0
Model3_RAG_Gemma2B,VAT-DOM-035,4,4,0,0
Model3_RAG_Gemma2B,VAT-DOM-036,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-037,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-038,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-039,3,3,0,0
Model3_RAG_Gemma2B,VAT-DOM-040,1,1,0,0
Model3_RAG_Gemma2B,VAT-DOM-041,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-042,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-043,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-044,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-045,1,1,0,0
Model3_RAG_Gemma2B,VAT-DOM-046,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-047,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-048,3,3,0,0
Model3_RAG_Gemma2B,VAT-DOM-049,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-050,3,3,0,0
Model3_RAG_Gemma2B,VAT-DOM-051,7,7,0,0
Model3_RAG_Gemma2B,VAT-DOM-052,4,3,0,1
Model3_RAG_Gemma2B,VAT-DOM-053,1,1,0,0
Model3_RAG_Gemma2B,VAT-DOM-054,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-055,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-056,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-057,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-058,1,1,0,0
Model3_RAG_Gemma2B,VAT-DOM-059,1,1,0,0
Model3_RAG_Gemma2B,VAT-DOM-060,1,1,0,0
Model3_RAG_Gemma2B,VAT-DOM-061,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-062,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-063,1,1,0,0
Model3_RAG_Gemma2B,VAT-DOM-064,1,1,0,0
Model3_RAG_Gemma2B,VAT-DOM-065,1,1,0,0
Model3_RAG_Gemma2B,VAT-DOM-066,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-067,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-068,5,5,0,0
Model3_RAG_Gemma2B,VAT-DOM-069,2,2,0,0
Model3_RAG_Gemma2B,VAT-DOM-070,1,1,0,0
Model3_RAG_Gemma2B,VAT-DOM-071,6,6,0,0
Model3_RAG_Gemma2B,VAT-DOM-072,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-073,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-074,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-075,1,1,0,0
Model3_RAG_Gemma2B,VAT-DOM-076,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-077,1,1,0,0
Model3_RAG_Gemma2B,VAT-DOM-078,5,5,0,0
Model3_RAG_Gemma2B,VAT-DOM-079,0,0,0,0
Model3_RAG_Gemma2B,VAT-DOM-080,3,3,0,0
Model3_RAG_Gemma2B,GRESt-AT-001,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-002,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-003,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-004,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-005,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-006,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-007,2,2,0,0
Model3_RAG_Gemma2B,GRESt-AT-008,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-009,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-010,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-011,2,2,0,0
Model3_RAG_Gemma2B,GRESt-AT-012,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-013,3,3,0,0
Model3_RAG_Gemma2B,GRESt-AT-014,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-015,4,4,0,0
Model3_RAG_Gemma2B,GRESt-AT-016,2,2,0,0
Model3_RAG_Gemma2B,GRESt-AT-017,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-018,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-019,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-020,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-021,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-022,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-023,2,2,0,0
Model3_RAG_Gemma2B,GRESt-AT-024,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-025,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-026,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-027,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-028,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-029,2,2,0,0
Model3_RAG_Gemma2B,GRESt-AT-030,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-031,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-032,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-033,3,3,0,0
Model3_RAG_Gemma2B,GRESt-AT-034,2,2,0,0
Model3_RAG_Gemma2B,GRESt-AT-035,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-036,2,2,0,0
Model3_RAG_Gemma2B,GRESt-AT-037,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-038,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-039,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-040,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-041,4,4,0,0
Model3_RAG_Gemma2B,GRESt-AT-042,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-043,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-044,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-045,2,2,0,0
Model3_RAG_Gemma2B,GRESt-AT-046,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-047,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-048,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-049,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-050,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-051,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-052,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-053,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-054,2,2,0,0
Model3_RAG_Gemma2B,GRESt-AT-055,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-056,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-057,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-058,2,2,0,0
Model3_RAG_Gemma2B,GRESt-AT-059,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-060,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-061,1,0,0,1
Model3_RAG_Gemma2B,GRESt-AT-062,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-063,3,3,0,0
Model3_RAG_Gemma2B,GRESt-AT-064,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-065,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-066,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-067,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-068,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-069,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-070,2,2,0,0
Model3_RAG_Gemma2B,GRESt-AT-071,2,2,0,0
Model3_RAG_Gemma2B,GRESt-AT-072,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-073,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-074,1,1,0,0
Model3_RAG_Gemma2B,GRESt-AT-075,2,2,0,0
Model3_RAG_Gemma2B,GRESt-AT-076,2,2,0,0
Model3_RAG_Gemma2B,GRESt-AT-077,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-078,3,3,0,0
Model3_RAG_Gemma2B,GRESt-AT-079,3,3,0,0
Model3_RAG_Gemma2B,GRESt-AT-080,0,0,0,0
Model3_RAG_Gemma2B,GRESt-AT-081,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-001,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-002,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-003,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-004,2,1,1,0
Model3_RAG_Gemma2B,VAT-INTL-005,3,3,0,0
Model3_RAG_Gemma2B,VAT-INTL-006,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-007,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-008,2,2,0,0
Model3_RAG_Gemma2B,VAT-INTL-009,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-010,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-011,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-012,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-013,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-014,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-015,2,1,1,0
Model3_RAG_Gemma2B,VAT-INTL-016,2,2,0,0
Model3_RAG_Gemma2B,VAT-INTL-017,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-018,3,3,0,0
Model3_RAG_Gemma2B,VAT-INTL-019,2,2,0,0
Model3_RAG_Gemma2B,VAT-INTL-020,2,2,0,0
Model3_RAG_Gemma2B,VAT-INTL-021,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-022,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-023,2,2,0,0
Model3_RAG_Gemma2B,VAT-INTL-024,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-025,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-026,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-027,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-028,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-029,3,3,0,0
Model3_RAG_Gemma2B,VAT-INTL-030,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-031,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-032,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-033,2,2,0,0
Model3_RAG_Gemma2B,VAT-INTL-034,4,4,0,0
Model3_RAG_Gemma2B,VAT-INTL-035,3,3,0,0
Model3_RAG_Gemma2B,VAT-INTL-036,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-037,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-038,2,2,0,0
Model3_RAG_Gemma2B,VAT-INTL-039,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-040,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-041,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-042,2,1,1,0
Model3_RAG_Gemma2B,VAT-INTL-043,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-044,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-045,2,2,0,0
Model3_RAG_Gemma2B,VAT-INTL-046,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-047,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-048,4,4,0,0
Model3_RAG_Gemma2B,VAT-INTL-049,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-050,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-051,2,2,0,0
Model3_RAG_Gemma2B,VAT-INTL-052,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-053,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-054,3,3,0,0
Model3_RAG_Gemma2B,VAT-INTL-055,2,2,0,0
Model3_RAG_Gemma2B,VAT-INTL-056,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-057,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-058,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-059,2,2,0,0
Model3_RAG_Gemma2B,VAT-INTL-060,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-061,2,2,0,0
Model3_RAG_Gemma2B,VAT-INTL-062,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-063,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-064,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-065,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-066,2,2,0,0
Model3_RAG_Gemma2B,VAT-INTL-067,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-068,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-069,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-070,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-071,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-072,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-073,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-074,1,1,0,0
Model3_RAG_Gemma2B,VAT-INTL-075,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-076,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-077,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-078,6,6,0,0
Model3_RAG_Gemma2B,VAT-INTL-079,1,0,0,1
Model3_RAG_Gemma2B,VAT-INTL-080,0,0,0,0
Model3_RAG_Gemma2B,VAT-INTL-081,3,2,0,1
Model3_RAG_Gemma2B,VAT-INTL-082,2,2,0,0
Model3_RAG_Gemma2B,ESTG27-001,4,4,0,0
Model3_RAG_Gemma2B,ESTG27-002,4,4,0,0
Model3_RAG_Gemma2B,ESTG27-003,1,1,0,0
Model3_RAG_Gemma2B,ESTG27-004,2,2,0,0
Model3_RAG_Gemma2B,ESTG27-005,4,4,0,0
Model3_RAG_Gemma2B,ESTG27-006,1,1,0,0
Model3_RAG_Gemma2B,ESTG27-007,0,0,0,0
Model3_RAG_Gemma2B,ESTG27-008,2,2,0,0
Model3_RAG_Gemma2B,ESTG27-009,3,3,0,0
Model3_RAG_Gemma2B,ESTG27-010,2,2,0,0
Model3_RAG_Gemma2B,ESTG27-011,0,0,0,0
Model3_RAG_Gemma2B,ESTG27-012,0,0,0,0
Model3_RAG_Gemma2B,ESTG27-013,3,3,0,0
Model3_RAG_Gemma2B,ESTG27-014,1,1,0,0
Model3_RAG_Gemma2B,ESTG27-017,2,2,0,0
Model3_RAG_Gemma2B,ESTG27-018,1,1,0,0
Model3_RAG_Gemma2B,ESTG27-019,3,3,0,0
Model3_RAG_Gemma2B,ESTG27-020,1,1,0,0
Model3_RAG_Gemma2B,ESTG27-021,2,2,0,0
Model3_RAG_Gemma2B,ESTG27-022,1,1,0,0
Model3_RAG_Gemma2B,ESTG27-023,0,0,0,0
Model3_RAG_Gemma2B,ESTG27-024,4,4,0,0
Model3_RAG_Gemma2B,ESTG27-025,3,3,0,0
Model3_RAG_Gemma2B,ESTG27-026,2,2,0,0
Model3_RAG_Gemma2B,ESTG27-027,0,0,0,0
Model3_RAG_Gemma2B,ESTG27-028,1,1,0,0
Model3_RAG_Gemma2B,ESTG27-029,1,1,0,0
Model3_RAG_Gemma2B,ESTG27-030,0,0,0,0
Model3_RAG_Gemma2B,ESTG27-031,4,4,0,0
Model3_RAG_Gemma2B,ESTG27-032,1,1,0,0
Model3_RAG_Gemma2B,ESTG27-033,3,3,0,0
Model3_RAG_Gemma2B,ESTG27-034,4,4,0,0
Model3_RAG_Gemma2B,ESTG27-035,3,2,0,1
Model3_RAG_Gemma2B,ESTG27-036,3,3,0,0
Model3_RAG_Gemma2B,ESTG27-037,2,2,0,0
Model3_RAG_Gemma2B,ESTG27-038,3,3,0,0
Model3_RAG_Gemma2B,ESTG27-039,2,2,0,0
Model3_RAG_Gemma2B,ESTG27-040,1,1,0,0
Model3_RAG_Gemma2B,EMP-001,0,0,0,0
Model3_RAG_Gemma2B,EMP-002,2,2,0,0
Model3_RAG_Gemma2B,EMP-003,2,2,0,0
Model3_RAG_Gemma2B,EMP-004,0,0,0,0
Model3_RAG_Gemma2B,EMP-005,1,1,0,0
Model3_RAG_Gemma2B,EMP-006,3,3,0,0
Model3_RAG_Gemma2B,EMP-007,0,0,0,0
Model3_RAG_Gemma2B,EMP-008,0,0,0,0
Model3_RAG_Gemma2B,EMP-009,2,2,0,0
Model3_RAG_Gemma2B,EMP-010,1,1,0,0
Model3_RAG_Gemma2B,EMP-011,1,1,0,0
Model3_RAG_Gemma2B,EMP-012,2,2,0,0
Model3_RAG_Gemma2B,EMP-013,2,2,0,0
Model3_RAG_Gemma2B,EMP-014,0,0,0,0
Model3_RAG_Gemma2B,EMP-015,0,0,0,0
Model3_RAG_Gemma2B,EMP-016,3,3,0,0
Model3_RAG_Gemma2B,EMP-017,0,0,0,0
Model3_RAG_Gemma2B,EMP-018,3,3,0,0
Model3_RAG_Gemma2B,EMP-019,2,2,0,0
Model3_RAG_Gemma2B,EMP-020,0,0,0,0
Model3_RAG_Gemma2B,EMP-021,1,1,0,0
Model3_RAG_Gemma2B,EMP-022,0,0,0,0
Model3_RAG_Gemma2B,EMP-023,2,2,0,0
Model3_RAG_Gemma2B,EMP-024,0,0,0,0
Model3_RAG_Gemma2B,EMP-025,3,3,0,0
Model3_RAG_Gemma2B,EMP-026,2,2,0,0
Model3_RAG_Gemma2B,EMP-027,2,2,0,0
Model3_RAG_Gemma2B,EMP-028,0,0,0,0
Model3_RAG_Gemma2B,EMP-029,2,2,0,0
Model3_RAG_Gemma2B,EMP-030,1,1,0,0
Model3_RAG_Gemma2B,EMP-031,3,3,0,0
Model3_RAG_Gemma2B,EMP-032,2,2,0,0
Model3_RAG_Gemma2B,EMP-033,3,3,0,0
Model3_RAG_Gemma2B,EMP-034,2,2,0,0
